path,type,size_bytes,target_membership,primary_symbols,status,reference_count,referenced_by,public_relevance,deletion_risk,reorg_candidate,notes
OpenIntelligence/Features/Chat/Response/SourceChipsView.swift,Swift Source,6175,OpenIntelligence,"struct SourceChipsView, struct SourceChip, struct MoreChip, struct ChipData",SHIPPED_USER_FACING,2,"OpenIntelligence/Features/Chat/Conversation/ChatScreen.swift, OpenIntelligence/Features/Chat/Response/RetrievalSourcesTray.swift",High,High,,"Swift source file compiled in OpenIntelligence defining struct SourceChipsView, struct SourceChip, struct MoreChip. It is referenced in 2 other source files."
OpenIntelligence/Features/Chat/Response/SourceFidelityStatus.swift,Swift Source,3648,OpenIntelligence,"struct SourceFidelityStatus, enum FidelityLevel",SHIPPED_USER_FACING,2,"OpenIntelligence/Features/Chat/Response/AnswerIntelligenceView.swift, OpenIntelligence/Features/Chat/Response/ResponseDetailsView.swift",High,High,,"Swift source file compiled in OpenIntelligence defining struct SourceFidelityStatus, enum FidelityLevel. It is referenced in 2 other source files."
OpenIntelligence/Features/Chat/Response/StatusPillV2.swift,Swift Source,6457,OpenIntelligence,"struct StatusPillV2, struct StageDot, struct ExecutionChip",SHIPPED_USER_FACING,1,OpenIntelligence/Features/Chat/Conversation/ChatScreen.swift,High,High,,"Swift source file compiled in OpenIntelligence defining struct StatusPillV2, struct StageDot, struct ExecutionChip. It is referenced in 1 other source files."
OpenIntelligence/Features/Chat/Response/ThinkingStreamView.swift,Swift Source,14108,OpenIntelligence,"struct ThinkingStreamView, struct ConsoleLogRow, struct ThinkingPulse",SHIPPED_USER_FACING,2,"OpenIntelligence/Features/Chat/Response/UnifiedMetricsBar.swift, OpenIntelligence/Services/Agentic/AgenticOrchestrator.swift",High,High,,"Swift source file compiled in OpenIntelligence defining struct ThinkingStreamView, struct ConsoleLogRow, struct ThinkingPulse. It is referenced in 2 other source files."
OpenIntelligence/Features/Chat/Response/TimingBreakdownView.swift,Swift Source,8171,OpenIntelligence,"struct TimingBreakdownView, struct TimingRow, struct TimingChipsRow, struct TimingChip",SHIPPED_USER_FACING,0,,High,High,,"Swift source file compiled in OpenIntelligence defining struct TimingBreakdownView, struct TimingRow, struct TimingChipsRow. It is referenced in 0 other source files."
OpenIntelligence/Features/Chat/Response/ToolCallBadge.swift,Swift Source,3298,OpenIntelligence,"struct ToolCallBadge, struct MicroToolCallBadge",SHIPPED_USER_FACING,0,,High,High,,"Swift source file compiled in OpenIntelligence defining struct ToolCallBadge, struct MicroToolCallBadge. It is referenced in 0 other source files."
OpenIntelligence/Features/Chat/Response/UnifiedMetricsBar.swift,Swift Source,174580,OpenIntelligence,"enum RetrievalMode, struct UnifiedMetricsBar, struct MiniSparkline",SHIPPED_USER_FACING,4,"OpenIntelligence/Features/Chat/Conversation/ChatScreen.swift, OpenIntelligence/Features/Diagnostics/Monitoring/LiveSystemMonitorWrapper.swift, OpenIntelligence/Services/Agentic/AgenticOrchestrator.swift...",High,High,,"Swift source file compiled in OpenIntelligence defining enum RetrievalMode, struct UnifiedMetricsBar, struct MiniSparkline. It is referenced in 4 other source files."
OpenIntelligence/Features/Chat/Response/VisualEvidenceCard.swift,Swift Source,2984,OpenIntelligence,struct VisualEvidenceCard,SHIPPED_USER_FACING,1,OpenIntelligence/Features/Chat/Conversation/MessageBubbleV2.swift,High,High,,Swift source file compiled in OpenIntelligence defining struct VisualEvidenceCard. It is referenced in 1 other source files.
OpenIntelligence/Features/Chat/Response/WritingToolsResultSheet.swift,Swift Source,6710,OpenIntelligence,struct WritingToolsResultSheet,SHIPPED_USER_FACING,1,OpenIntelligence/Features/Chat/Conversation/ChatScreen.swift,High,High,,Swift source file compiled in OpenIntelligence defining struct WritingToolsResultSheet. It is referenced in 1 other source files.
OpenIntelligence/Features/Database/DatabaseDashboardView.swift,Swift Source,95807,OpenIntelligence,"struct DatabaseDashboardView, struct RebuildLogEntry, enum LogType, enum DatabaseSection, struct QuickStat...",SHIPPED_USER_FACING,1,OpenIntelligence/App/ContentView.swift,High,High,,"Swift source file compiled in OpenIntelligence defining struct DatabaseDashboardView, struct RebuildLogEntry, enum LogType. It is referenced in 1 other source files."
OpenIntelligence/Features/Diagnostics/Hub/DeveloperDiagnosticsHubView.swift,Swift Source,11595,OpenIntelligence,struct DeveloperDiagnosticsHubView,SHIPPED_USER_FACING,1,OpenIntelligence/Features/Settings/SettingsView.swift,High,High,,Swift source file compiled in OpenIntelligence defining struct DeveloperDiagnosticsHubView. It is referenced in 1 other source files.
OpenIntelligence/Features/Diagnostics/Monitoring/BackendHealthDiagnosticsView.swift,Swift Source,5691,OpenIntelligence,struct BackendHealthDiagnosticsView,SHIPPED_USER_FACING,1,OpenIntelligence/Features/Diagnostics/Hub/DeveloperDiagnosticsHubView.swift,High,High,,Swift source file compiled in OpenIntelligence defining struct BackendHealthDiagnosticsView. It is referenced in 1 other source files.
OpenIntelligence/Features/Diagnostics/Monitoring/LiveSystemMonitorWrapper.swift,Swift Source,10929,OpenIntelligence,struct LiveSystemMonitorWrapper,SHIPPED_USER_FACING,1,OpenIntelligence/Features/Settings/SettingsView.swift,High,High,,Swift source file compiled in OpenIntelligence defining struct LiveSystemMonitorWrapper. It is referenced in 1 other source files.
OpenIntelligence/Features/Diagnostics/Validation/ChunkInspectorView.swift,Swift Source,26297,OpenIntelligence,"struct ChunkInspectorView, enum InspectionMode, enum ChunkSortOrder, struct ChunkRowView, struct ChunkDetailSheet...",SHIPPED_USER_FACING,1,OpenIntelligence/Features/Diagnostics/Hub/DeveloperDiagnosticsHubView.swift,High,High,,"Swift source file compiled in OpenIntelligence defining struct ChunkInspectorView, enum InspectionMode, enum ChunkSortOrder. It is referenced in 1 other source files."
OpenIntelligence/Features/Diagnostics/Validation/ContainerScopingSelfTestsView.swift,Swift Source,14908,OpenIntelligence,"struct ContainerScopingSelfTestsView, struct ScopingTestResult, enum Status",TEST_ONLY,0,,Low,Low,,"Swift source file compiled in OpenIntelligence defining struct ContainerScopingSelfTestsView, struct ScopingTestResult, enum Status. It is referenced in 0 other source files."
OpenIntelligence/Features/Diagnostics/Validation/CoreValidationView.swift,Swift Source,27867,OpenIntelligence,"struct CoreValidationView, struct ModernStatusCard, struct EmbeddingStatusCard, struct EmbeddingTelemetryList, struct StatusPill...",SHIPPED_USER_FACING,1,OpenIntelligence/Features/Diagnostics/Hub/DeveloperDiagnosticsHubView.swift,High,High,,"Swift source file compiled in OpenIntelligence defining struct CoreValidationView, struct ModernStatusCard, struct EmbeddingStatusCard. It is referenced in 1 other source files."
OpenIntelligence/Features/Diagnostics/Validation/PCCRouteEvaluator.swift,Swift Source,1701,OpenIntelligence,class PCCRouteEvaluator,SHIPPED_USER_FACING,0,,High,High,,Swift source file compiled in OpenIntelligence defining class PCCRouteEvaluator. It is referenced in 0 other source files.
OpenIntelligence/Features/Diagnostics/Validation/RAGAccuracyView.swift,Swift Source,19408,OpenIntelligence,"struct RAGAccuracyView, struct EmbeddingSanityResult",SHIPPED_USER_FACING,1,OpenIntelligence/Features/Diagnostics/Hub/DeveloperDiagnosticsHubView.swift,High,High,,"Swift source file compiled in OpenIntelligence defining struct RAGAccuracyView, struct EmbeddingSanityResult. It is referenced in 1 other source files."
OpenIntelligence/Features/Diagnostics/Validation/RAGPipelineAuditView.swift,Swift Source,14405,OpenIntelligence,struct RAGPipelineAuditView,SHIPPED_USER_FACING,1,OpenIntelligence/Features/Diagnostics/Hub/DeveloperDiagnosticsHubView.swift,High,High,,Swift source file compiled in OpenIntelligence defining struct RAGPipelineAuditView. It is referenced in 1 other source files.
OpenIntelligence/Features/Documents/Components/ContainerPicker.swift,Swift Source,9326,OpenIntelligence,"enum ContainerPillBadgeStyle, struct ContainerPickerStrip, struct ContainerPill",SHIPPED_USER_FACING,0,,High,High,,"Swift source file compiled in OpenIntelligence defining enum ContainerPillBadgeStyle, struct ContainerPickerStrip, struct ContainerPill. It is referenced in 0 other source files."
OpenIntelligence/Features/Documents/Components/DocumentCard.swift,Swift Source,8345,OpenIntelligence,"struct ModernDocumentCard, enum DeleteMode, struct ContentTagsRow",SHIPPED_USER_FACING,0,,High,High,,"Swift source file compiled in OpenIntelligence defining struct ModernDocumentCard, enum DeleteMode, struct ContentTagsRow. It is referenced in 0 other source files."
OpenIntelligence/Features/Documents/Components/DocumentPicker.swift,Swift Source,5374,OpenIntelligence,"struct DocumentPicker, class Coordinator, struct DocumentPicker",SHIPPED_USER_FACING,1,OpenIntelligence/Features/Documents/Library/DocumentLibraryView.swift,High,High,,"Swift source file compiled in OpenIntelligence defining struct DocumentPicker, class Coordinator, struct DocumentPicker. It is referenced in 1 other source files."
OpenIntelligence/Features/Documents/Components/DocumentQuotaBanner.swift,Swift Source,4533,OpenIntelligence,struct DocumentQuotaBanner,SHIPPED_USER_FACING,1,OpenIntelligence/Features/Documents/Library/DocumentLibraryView.swift,High,High,,Swift source file compiled in OpenIntelligence defining struct DocumentQuotaBanner. It is referenced in 1 other source files.
OpenIntelligence/Features/Documents/Components/DocumentRow.swift,Swift Source,2948,OpenIntelligence,"struct DocumentRow, extension DocumentRow",SHIPPED_USER_FACING,2,"OpenIntelligence/Features/Diagnostics/Validation/ChunkInspectorView.swift, OpenIntelligence/Features/Documents/Components/DocumentCard.swift",High,High,,"Swift source file compiled in OpenIntelligence defining struct DocumentRow, extension DocumentRow. It is referenced in 2 other source files."
OpenIntelligence/Features/Documents/Components/EmptyDocumentsView.swift,Swift Source,7621,OpenIntelligence,"struct EmptyDocumentsView, struct DocumentFeatureRow",SHIPPED_USER_FACING,1,OpenIntelligence/Features/Documents/Library/DocumentLibraryView.swift,High,High,,"Swift source file compiled in OpenIntelligence defining struct EmptyDocumentsView, struct DocumentFeatureRow. It is referenced in 1 other source files."
OpenIntelligence/Features/Documents/Components/ProcessingSummaryView.swift,Swift Source,7705,OpenIntelligence,"struct ProcessingSummaryView, extension View, struct InfoSection, struct DetailInfoRow",SHIPPED_USER_FACING,0,,High,High,,"Swift source file compiled in OpenIntelligence defining struct ProcessingSummaryView, extension View, struct InfoSection. It is referenced in 0 other source files."
OpenIntelligence/Features/Documents/Components/StatsFooter.swift,Swift Source,2385,OpenIntelligence,"struct StatsFooter, struct AutoIntelligenceBadge",SHIPPED_USER_FACING,1,OpenIntelligence/Features/Documents/Library/DocumentLibraryView.swift,High,High,,"Swift source file compiled in OpenIntelligence defining struct StatsFooter, struct AutoIntelligenceBadge. It is referenced in 1 other source files."
OpenIntelligence/Features/Documents/Details/DocumentDetailsView.swift,Swift Source,30004,OpenIntelligence,"struct DocumentDetailsView, struct DetailRow, struct DocumentDetailCardView, struct QuickStatView, struct VectorMetricRow...",SHIPPED_USER_FACING,2,"OpenIntelligence/Features/Chat/Response/UnifiedMetricsBar.swift, OpenIntelligence/Features/Documents/Library/DocumentLibraryView.swift",High,High,,"Swift source file compiled in OpenIntelligence defining struct DocumentDetailsView, struct DetailRow, struct DocumentDetailCardView. It is referenced in 2 other source files."
OpenIntelligence/Features/Documents/Library/CachedDocsView.swift,Swift Source,12661,OpenIntelligence,"struct CachedDocsView, struct CachedDocRow, struct DocPreviewSheet",SHIPPED_USER_FACING,1,OpenIntelligence/Features/Documents/Library/DocumentLibraryView.swift,High,High,,"Swift source file compiled in OpenIntelligence defining struct CachedDocsView, struct CachedDocRow, struct DocPreviewSheet. It is referenced in 1 other source files."
OpenIntelligence/Features/Documents/Library/DocumentLibraryView.swift,Swift Source,67176,OpenIntelligence,"struct DocumentLibraryView, struct DocumentActionChip, struct DocumentUtilityChipLabel, struct DocumentImportReview, enum DocumentImportReadiness...",SHIPPED_USER_FACING,1,OpenIntelligence/App/ContentView.swift,High,High,,"Swift source file compiled in OpenIntelligence defining struct DocumentLibraryView, struct DocumentActionChip, struct DocumentUtilityChipLabel. It is referenced in 1 other source files."
OpenIntelligence/Features/Documents/Library/SampleDocumentManager.swift,Swift Source,11708,OpenIntelligence,"struct SampleDocumentDescriptor, class SampleDocumentManager",SHIPPED_USER_FACING,6,"OpenIntelligence/App/ContentView.swift, OpenIntelligence/Features/Diagnostics/Validation/RAGAccuracyView.swift, OpenIntelligence/Features/Documents/Library/DocumentLibraryView.swift...",High,High,,"Swift source file compiled in OpenIntelligence defining struct SampleDocumentDescriptor, class SampleDocumentManager. It is referenced in 6 other source files."
OpenIntelligence/Features/Documents/Search/SemanticSearchView.swift,Swift Source,11459,OpenIntelligence,"struct SemanticSearchView, struct SemanticResultCard, struct StatusBanner",SHIPPED_USER_FACING,1,OpenIntelligence/Features/Documents/Library/DocumentLibraryView.swift,High,High,,"Swift source file compiled in OpenIntelligence defining struct SemanticSearchView, struct SemanticResultCard, struct StatusBanner. It is referenced in 1 other source files."
OpenIntelligence/Features/Documents/Settings/ColorPicker.swift,Swift Source,18707,OpenIntelligence,"enum LibraryColorPalette, struct LibraryColorPicker, struct ColorPickerButton, struct AccentColorPicker, struct AccentColorSettingsRow...",SHIPPED_USER_FACING,0,,High,High,,"Swift source file compiled in OpenIntelligence defining enum LibraryColorPalette, struct LibraryColorPicker, struct ColorPickerButton. It is referenced in 0 other source files."
OpenIntelligence/Features/Documents/Settings/ContainerSettingsSheet+Sections.swift,Swift Source,65960,OpenIntelligence,"extension ContainerSettingsSheet, enum RetrievalStyle, struct ChunkingPreview, extension Date",SHIPPED_USER_FACING,0,,High,High,,"Swift source file compiled in OpenIntelligence defining extension ContainerSettingsSheet, enum RetrievalStyle, struct ChunkingPreview. It is referenced in 0 other source files."
OpenIntelligence/Features/Documents/Settings/ContainerSettingsSheet.swift,Swift Source,52035,OpenIntelligence,"struct ContainerSettingsSheet, struct EmbeddingProviderOption, struct DimensionOption, struct VectorDBOptionDescriptor, struct ProviderAvailabilityAlert...",SHIPPED_USER_FACING,2,"OpenIntelligence/Features/Documents/Library/DocumentLibraryView.swift, OpenIntelligence/Features/Documents/Settings/ContainerSettingsSheet+Sections.swift",High,High,,"Swift source file compiled in OpenIntelligence defining struct ContainerSettingsSheet, struct EmbeddingProviderOption, struct DimensionOption. It is referenced in 2 other source files."
OpenIntelligence/Features/Documents/Settings/SFSymbolPicker.swift,Swift Source,16346,OpenIntelligence,"struct SFSymbolPicker, enum SymbolCategory, struct SFSymbolPickerButton",SHIPPED_USER_FACING,0,,High,High,,"Swift source file compiled in OpenIntelligence defining struct SFSymbolPicker, enum SymbolCategory, struct SFSymbolPickerButton. It is referenced in 0 other source files."
OpenIntelligence/Features/Onboarding/OnboardingChecklistLauncher.swift,Swift Source,2729,OpenIntelligence,struct OnboardingChecklistLauncher,SHIPPED_USER_FACING,1,OpenIntelligence/App/ContentView.swift,High,High,,Swift source file compiled in OpenIntelligence defining struct OnboardingChecklistLauncher. It is referenced in 1 other source files.
OpenIntelligence/Features/Onboarding/OnboardingChecklistView.swift,Swift Source,41716,OpenIntelligence,"struct PipelineLogEntry, struct OnboardingChecklistView, struct MetricsSnapshot, enum PipelinePhase, struct PipelineLogRow...",SHIPPED_USER_FACING,1,OpenIntelligence/App/ContentView.swift,High,High,,"Swift source file compiled in OpenIntelligence defining struct PipelineLogEntry, struct OnboardingChecklistView, struct MetricsSnapshot. It is referenced in 1 other source files."
OpenIntelligence/Features/Onboarding/OnboardingStateStore.swift,Swift Source,5033,OpenIntelligence,"class OnboardingStateStore, enum Keys",SHIPPED_USER_FACING,4,"OpenIntelligence/App/ContentView.swift, OpenIntelligence/Features/Chat/Conversation/ChatScreen.swift, OpenIntelligence/Features/Documents/Library/DocumentLibraryView.swift...",High,High,,"Swift source file compiled in OpenIntelligence defining class OnboardingStateStore, enum Keys. It is referenced in 4 other source files."
OpenIntelligence/Features/Settings/AboutView.swift,Swift Source,13648,OpenIntelligence,"enum OpenIntelligenceLinks, struct AboutView",SHIPPED_USER_FACING,1,OpenIntelligence/Features/Settings/SettingsView.swift,High,High,,"Swift source file compiled in OpenIntelligence defining enum OpenIntelligenceLinks, struct AboutView. It is referenced in 1 other source files."
OpenIntelligence/Features/Settings/Components/FeatureRow.swift,Swift Source,805,OpenIntelligence,struct FeatureRow,SHIPPED_USER_FACING,1,OpenIntelligence/Features/Settings/AboutView.swift,High,High,,Swift source file compiled in OpenIntelligence defining struct FeatureRow. It is referenced in 1 other source files.
OpenIntelligence/Features/Settings/Components/InfoRow.swift,Swift Source,814,OpenIntelligence,struct InfoRow,SHIPPED_USER_FACING,0,,High,High,,Swift source file compiled in OpenIntelligence defining struct InfoRow. It is referenced in 0 other source files.
OpenIntelligence/Features/Settings/Components/ModelConfigurationSheet.swift,Swift Source,20397,OpenIntelligence,"struct ModelConfigurationSheet, enum InferencePreset, struct PresetCard, struct SystemPromptEditorSheet, enum SystemPromptTemplate",SHIPPED_USER_FACING,0,,High,High,,"Swift source file compiled in OpenIntelligence defining struct ModelConfigurationSheet, enum InferencePreset, struct PresetCard. It is referenced in 0 other source files."
OpenIntelligence/Features/Settings/Components/ModelInfoCard.swift,Swift Source,5656,OpenIntelligence,struct ModelInfoCard,SHIPPED_USER_FACING,0,,High,High,,Swift source file compiled in OpenIntelligence defining struct ModelInfoCard. It is referenced in 0 other source files.
OpenIntelligence/Features/Settings/Components/ModelPipelineRow.swift,Swift Source,2710,OpenIntelligence,struct ModelPipelineRow,SHIPPED_USER_FACING,0,,High,High,,Swift source file compiled in OpenIntelligence defining struct ModelPipelineRow. It is referenced in 0 other source files.
OpenIntelligence/Features/Settings/Components/ModelPipelineStage.swift,Swift Source,1654,OpenIntelligence,"struct ModelPipelineStage, enum Role, enum Status",SHIPPED_USER_FACING,2,"OpenIntelligence/Features/Settings/Components/ModelPipelineRow.swift, OpenIntelligence/Features/Settings/SettingsView.swift",High,High,,"Swift source file compiled in OpenIntelligence defining struct ModelPipelineStage, enum Role, enum Status. It is referenced in 2 other source files."
OpenIntelligence/Features/Settings/Components/ModelSelectorSheet.swift,Swift Source,9612,OpenIntelligence,struct ModelSelectorSheet,SHIPPED_USER_FACING,0,,High,High,,Swift source file compiled in OpenIntelligence defining struct ModelSelectorSheet. It is referenced in 0 other source files.
OpenIntelligence/Features/Settings/SettingsView.swift,Swift Source,105265,OpenIntelligence,"struct SettingsView, struct FeatureItem, protocol until, extension Bundle",SHIPPED_USER_FACING,4,"OpenIntelligence/App/ContentView.swift, OpenIntelligence/Features/Chat/Conversation/ChatScreen.swift, OpenIntelligence/Features/Diagnostics/Monitoring/LiveSystemMonitorWrapper.swift...",High,High,,"Swift source file compiled in OpenIntelligence defining struct SettingsView, struct FeatureItem, protocol until. It is referenced in 4 other source files."
OpenIntelligence/Features/Telemetry/Dashboard/LiveTelemetryStatsView.swift,Swift Source,12427,OpenIntelligence,"struct LiveTelemetryStatsView, struct TelemetryMetricRow, struct TelemetryPipelineMetrics",SHIPPED_USER_FACING,0,,High,High,,"Swift source file compiled in OpenIntelligence defining struct LiveTelemetryStatsView, struct TelemetryMetricRow, struct TelemetryPipelineMetrics. It is referenced in 0 other source files."
OpenIntelligence/Features/Telemetry/Dashboard/MotherboardHUDView.swift,Swift Source,30070,OpenIntelligence,"enum DeviceComponentLayout, class KeyboardHeightObserver, class KeyboardHeightObserver, struct HardwareXRayOverlay, struct GlowingSoCBorder...",SHIPPED_USER_FACING,0,,High,High,,"Swift source file compiled in OpenIntelligence defining enum DeviceComponentLayout, class KeyboardHeightObserver, class KeyboardHeightObserver. It is referenced in 0 other source files."
OpenIntelligence/Features/Telemetry/Dashboard/TelemetryDashboardView.swift,Swift Source,8141,OpenIntelligence,"struct TelemetryDashboardView, struct EmptyTelemetryView, struct ModernTelemetryCard, struct TelemetryRow",SHIPPED_USER_FACING,1,OpenIntelligence/Features/Diagnostics/Hub/DeveloperDiagnosticsHubView.swift,High,High,,"Swift source file compiled in OpenIntelligence defining struct TelemetryDashboardView, struct EmptyTelemetryView, struct ModernTelemetryCard. It is referenced in 1 other source files."
OpenIntelligence/Features/Telemetry/Diagnostics/NLChunkingDiagnosticsView.swift,Swift Source,8361,OpenIntelligence,struct NLChunkingDiagnosticsView,SHIPPED_USER_FACING,0,,High,High,,Swift source file compiled in OpenIntelligence defining struct NLChunkingDiagnosticsView. It is referenced in 0 other source files.
OpenIntelligence/Features/Telemetry/Visualizations/AdaptiveVisualizationsView.swift,Swift Source,153226,OpenIntelligence,"struct AdaptiveVisualizationsView, enum AtlasProjectionMethod, enum AtlasBackgroundStyle, enum AtlasMode, struct QuickMetric...",SHIPPED_USER_FACING,2,"OpenIntelligence/App/ContentView.swift, OpenIntelligence/Features/Diagnostics/Hub/DeveloperDiagnosticsHubView.swift",High,High,,"Swift source file compiled in OpenIntelligence defining struct AdaptiveVisualizationsView, enum AtlasProjectionMethod, enum AtlasBackgroundStyle. It is referenced in 2 other source files."
OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,Swift Source,193066,OpenIntelligence,"struct EmbeddingInsight, struct PointAnnotationLabel, extension SCNVector3, extension SCNVector4, enum EmbeddingSceneBackgroundStyle...",SHIPPED_USER_FACING,1,OpenIntelligence/Services/Infrastructure/Presentation/ProjectionService.swift,High,High,,"Swift source file compiled in OpenIntelligence defining struct EmbeddingInsight, struct PointAnnotationLabel, extension SCNVector3. It is referenced in 1 other source files."
OpenIntelligence/Features/Telemetry/Visualizations/VisualizationsView.swift,Swift Source,127677,OpenIntelligence,"struct VisualizationsView, enum DashboardTab, struct EmptyVisualizationsView, struct EmbeddingSpaceView, enum ProjectionMethod...",SHIPPED_USER_FACING,1,OpenIntelligence/Features/Telemetry/Visualizations/Embedding3DView.swift,High,High,,"Swift source file compiled in OpenIntelligence defining struct VisualizationsView, enum DashboardTab, struct EmptyVisualizationsView. It is referenced in 1 other source files."
OpenIntelligence/OpenIntelligence.entitlements,Entitlements,670,NONE / NOT_MEMBERED,,RESOURCE_ONLY,0,,Low,High,,System configuration file defining target entitlements or application metadata.
OpenIntelligence/Resources/Assets/Assets.xcassets/AccentColor.colorset/Contents.json,JSON Data,329,"OpenIntelligence, OpenIntelligenceEngine",,RESOURCE_ONLY,2,"OpenIntelligence/Core/Support/OpenIntelligenceRuntimePaths.swift, OpenIntelligence/Services/Document/Processing/StructuredDocumentParser.swift",Low,High,,Static configuration or schema data referenced by RAG system or external packages.
OpenIntelligence/Resources/Assets/Assets.xcassets/AppIcon.appiconset/AppIcon-1024.png,Resource / Asset,933221,"OpenIntelligence, OpenIntelligenceEngine",,RESOURCE_ONLY,0,,Low,High,,"Asset or resource used by UI, tests, or build targets."
OpenIntelligence/Resources/Assets/Assets.xcassets/AppIcon.appiconset/AppIcon-ipad-app-76@1x.png,Resource / Asset,4182,"OpenIntelligence, OpenIntelligenceEngine",,RESOURCE_ONLY,0,,Low,High,,"Asset or resource used by UI, tests, or build targets."
OpenIntelligence/Resources/Assets/Assets.xcassets/AppIcon.appiconset/AppIcon-ipad-app-76@2x.png,Resource / Asset,15644,"OpenIntelligence, OpenIntelligenceEngine",,RESOURCE_ONLY,0,,Low,High,,"Asset or resource used by UI, tests, or build targets."
OpenIntelligence/Resources/Assets/Assets.xcassets/AppIcon.appiconset/AppIcon-ipad-notification-20@1x.png,Resource / Asset,610,"OpenIntelligence, OpenIntelligenceEngine",,RESOURCE_ONLY,0,,Low,High,,"Asset or resource used by UI, tests, or build targets."
OpenIntelligence/Resources/Assets/Assets.xcassets/AppIcon.appiconset/AppIcon-ipad-notification-20@2x.png,Resource / Asset,1473,"OpenIntelligence, OpenIntelligenceEngine",,RESOURCE_ONLY,0,,Low,High,,"Asset or resource used by UI, tests, or build targets."
OpenIntelligence/Resources/Assets/Assets.xcassets/AppIcon.appiconset/AppIcon-ipad-pro-app-83.5@2x.png,Resource / Asset,19166,"OpenIntelligence, OpenIntelligenceEngine",,RESOURCE_ONLY,0,,Low,High,,"Asset or resource used by UI, tests, or build targets."
OpenIntelligence/Resources/Assets/Assets.xcassets/AppIcon.appiconset/AppIcon-ipad-settings-29@1x.png,Resource / Asset,993,"OpenIntelligence, OpenIntelligenceEngine",,RESOURCE_ONLY,0,,Low,High,,"Asset or resource used by UI, tests, or build targets."
OpenIntelligence/Resources/Assets/Assets.xcassets/AppIcon.appiconset/AppIcon-ipad-settings-29@2x.png,Resource / Asset,2674,"OpenIntelligence, OpenIntelligenceEngine",,RESOURCE_ONLY,0,,Low,High,,"Asset or resource used by UI, tests, or build targets."
OpenIntelligence/Resources/Assets/Assets.xcassets/AppIcon.appiconset/AppIcon-ipad-spotlight-40@1x.png,Resource / Asset,1473,"OpenIntelligence, OpenIntelligenceEngine",,RESOURCE_ONLY,0,,Low,High,,"Asset or resource used by UI, tests, or build targets."
OpenIntelligence/Resources/Assets/Assets.xcassets/AppIcon.appiconset/AppIcon-ipad-spotlight-40@2x.png,Resource / Asset,4513,"OpenIntelligence, OpenIntelligenceEngine",,RESOURCE_ONLY,0,,Low,High,,"Asset or resource used by UI, tests, or build targets."
OpenIntelligence/Resources/Assets/Assets.xcassets/AppIcon.appiconset/AppIcon-iphone-app-60@2x.png,Resource / Asset,9544,"OpenIntelligence, OpenIntelligenceEngine",,RESOURCE_ONLY,0,,Low,High,,"Asset or resource used by UI, tests, or build targets."
OpenIntelligence/Resources/Assets/Assets.xcassets/AppIcon.appiconset/AppIcon-iphone-app-60@3x.png,Resource / Asset,22118,"OpenIntelligence, OpenIntelligenceEngine",,RESOURCE_ONLY,0,,Low,High,,"Asset or resource used by UI, tests, or build targets."
OpenIntelligence/Resources/Assets/Assets.xcassets/AppIcon.appiconset/AppIcon-iphone-notification-20@2x.png,Resource / Asset,1473,"OpenIntelligence, OpenIntelligenceEngine",,RESOURCE_ONLY,0,,Low,High,,"Asset or resource used by UI, tests, or build targets."
OpenIntelligence/Resources/Assets/Assets.xcassets/AppIcon.appiconset/AppIcon-iphone-notification-20@3x.png,Resource / Asset,2781,"OpenIntelligence, OpenIntelligenceEngine",,RESOURCE_ONLY,0,,Low,High,,"Asset or resource used by UI, tests, or build targets."
OpenIntelligence/Resources/Assets/Assets.xcassets/AppIcon.appiconset/AppIcon-iphone-settings-29@2x.png,Resource / Asset,2674,"OpenIntelligence, OpenIntelligenceEngine",,RESOURCE_ONLY,0,,Low,High,,"Asset or resource used by UI, tests, or build targets."
OpenIntelligence/Resources/Assets/Assets.xcassets/AppIcon.appiconset/AppIcon-iphone-settings-29@3x.png,Resource / Asset,5333,"OpenIntelligence, OpenIntelligenceEngine",,RESOURCE_ONLY,0,,Low,High,,"Asset or resource used by UI, tests, or build targets."
OpenIntelligence/Resources/Assets/Assets.xcassets/AppIcon.appiconset/AppIcon-iphone-spotlight-40@2x.png,Resource / Asset,4513,"OpenIntelligence, OpenIntelligenceEngine",,RESOURCE_ONLY,0,,Low,High,,"Asset or resource used by UI, tests, or build targets."
OpenIntelligence/Resources/Assets/Assets.xcassets/AppIcon.appiconset/AppIcon-iphone-spotlight-40@3x.png,Resource / Asset,9544,"OpenIntelligence, OpenIntelligenceEngine",,RESOURCE_ONLY,0,,Low,High,,"Asset or resource used by UI, tests, or build targets."
OpenIntelligence/Resources/Assets/Assets.xcassets/AppIcon.appiconset/AppIcon-mac-128@1x.png,Resource / Asset,11067,"OpenIntelligence, OpenIntelligenceEngine",,RESOURCE_ONLY,0,,Low,High,,"Asset or resource used by UI, tests, or build targets."
OpenIntelligence/Resources/Assets/Assets.xcassets/AppIcon.appiconset/AppIcon-mac-128@2x.png,Resource / Asset,46706,"OpenIntelligence, OpenIntelligenceEngine",,RESOURCE_ONLY,0,,Low,High,,"Asset or resource used by UI, tests, or build targets."
OpenIntelligence/Resources/Assets/Assets.xcassets/AppIcon.appiconset/AppIcon-mac-16@1x.png,Resource / Asset,510,"OpenIntelligence, OpenIntelligenceEngine",,RESOURCE_ONLY,0,,Low,High,,"Asset or resource used by UI, tests, or build targets."
