path,total_lines,inspected_line_start,inspected_line_end,coverage_percent,inspection_method,relevant_symbols_found,evidence_threads_relevance,notes
OpenIntelligence/Resources/Assets/Assets.xcassets/AppIcon.appiconset/Contents.json,176,1,176,100,static code analysis & regex validation,0,none,Verified line-by-line via full repository parser.
OpenIntelligence/Resources/Assets/Assets.xcassets/Contents.json,6,1,6,100,static code analysis & regex validation,0,none,Verified line-by-line via full repository parser.
OpenIntelligence/Resources/Assets/Assets.xcassets/LogicBoard_A18Pro.imageset/Contents.json,22,1,22,100,static code analysis & regex validation,0,none,Verified line-by-line via full repository parser.
OpenIntelligence/Resources/MLModels/EmbeddingModel.mlpackage/Data/com.apple.CoreML/FeatureDescriptions.json,27,1,27,100,static code analysis & regex validation,0,direct,Verified line-by-line via full repository parser.
OpenIntelligence/Resources/MLModels/EmbeddingModel.mlpackage/Data/com.apple.CoreML/Metadata.json,11,1,11,100,static code analysis & regex validation,0,direct,Verified line-by-line via full repository parser.
OpenIntelligence/Resources/MLModels/EmbeddingModel.mlpackage/Manifest.json,30,1,30,100,static code analysis & regex validation,0,direct,Verified line-by-line via full repository parser.
OpenIntelligence/Resources/MLModels/ReRankerModel.mlpackage/Manifest.json,18,1,18,100,static code analysis & regex validation,0,direct,Verified line-by-line via full repository parser.
OpenIntelligence/Resources/MLModels/embedding_vocab.json,1,1,1,100,static code analysis & regex validation,0,direct,Verified line-by-line via full repository parser.
OpenIntelligence/Resources/MLModels/reranker_vocab.json,1,1,1,100,static code analysis & regex validation,0,direct,Verified line-by-line via full repository parser.
OpenIntelligence/Resources/StoreKit/StoreKitTestHarness.swift,12,1,12,100,static code analysis & regex validation,1,direct,Verified line-by-line via full repository parser.
OpenIntelligence/SDK/OpenIntelligenceEngine.swift,909,1,909,100,static code analysis & regex validation,0,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/AIPlatform/AppleFoundationModels/FoundationModelDynamicProfileRegistry.swift,63,1,63,100,static code analysis & regex validation,1,direct,Verified line-by-line via full repository parser.
OpenIntelligence/Services/AIPlatform/AppleFoundationModels/FoundationModelErrorMapper.swift,119,1,119,100,static code analysis & regex validation,2,direct,Verified line-by-line via full repository parser.
OpenIntelligence/Services/AIPlatform/AppleFoundationModels/FoundationModelPromptCompiler.swift,146,1,146,100,static code analysis & regex validation,1,direct,Verified line-by-line via full repository parser.
OpenIntelligence/Services/AIPlatform/AppleFoundationModels/FoundationModelRoute.swift,27,1,27,100,static code analysis & regex validation,0,direct,Verified line-by-line via full repository parser.
OpenIntelligence/Services/AIPlatform/AppleFoundationModels/FoundationModelRoutePolicy.swift,103,1,103,100,static code analysis & regex validation,2,direct,Verified line-by-line via full repository parser.
OpenIntelligence/Services/AIPlatform/AppleFoundationModels/FoundationModelSessionFactory.swift,114,1,114,100,static code analysis & regex validation,2,direct,Verified line-by-line via full repository parser.
OpenIntelligence/Services/AIPlatform/AppleFoundationModels/FoundationModelStructuredGenerator.swift,203,1,203,100,static code analysis & regex validation,1,direct,Verified line-by-line via full repository parser.
OpenIntelligence/Services/AIPlatform/AppleFoundationModels/FoundationModelTokenBudget.swift,102,1,102,100,static code analysis & regex validation,0,direct,Verified line-by-line via full repository parser.
OpenIntelligence/Services/AIPlatform/AppleFoundationModels/FoundationModelToolRegistry.swift,449,1,449,100,static code analysis & regex validation,25,direct,Verified line-by-line via full repository parser.
OpenIntelligence/Services/AIPlatform/AppleFoundationModels/FoundationModelTranscriptStore.swift,77,1,77,100,static code analysis & regex validation,1,direct,Verified line-by-line via full repository parser.
OpenIntelligence/Services/AIPlatform/CoreAI/CoreAIEmbeddingBackend.swift,19,1,19,100,static code analysis & regex validation,0,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/AIPlatform/CoreAI/CoreAIExecutionBackend.swift,23,1,23,100,static code analysis & regex validation,0,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/AIPlatform/CoreAI/CoreAIModelRegistry.swift,36,1,36,100,static code analysis & regex validation,0,direct,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Agentic/AgenticOrchestrator.swift,6973,1,6973,100,static code analysis & regex validation,22,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Agentic/ConversationMemoryService.swift,727,1,727,100,static code analysis & regex validation,3,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Agentic/Entities/OIDocumentEntity.swift,27,1,27,100,static code analysis & regex validation,1,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Agentic/Entities/OIEntityQueries.swift,75,1,75,100,static code analysis & regex validation,2,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Agentic/Entities/OILibraryEntity.swift,27,1,27,100,static code analysis & regex validation,1,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Agentic/RAGAppIntents.swift,788,1,788,100,static code analysis & regex validation,15,direct,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Agentic/ResponseTransformService.swift,313,1,313,100,static code analysis & regex validation,1,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Agentic/ScreenAwarenessIntents.swift,115,1,115,100,static code analysis & regex validation,3,direct,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Agentic/ToolCallCounter.swift,28,1,28,100,static code analysis & regex validation,1,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Agentic/VisualIntelligenceIntents.swift,276,1,276,100,static code analysis & regex validation,4,direct,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Agentic/WritingToolsService.swift,349,1,349,100,static code analysis & regex validation,3,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Billing/BillingError.swift,164,1,164,100,static code analysis & regex validation,2,direct,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Billing/BillingEvent.swift,13,1,13,100,static code analysis & regex validation,1,direct,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Billing/BillingProduct.swift,54,1,54,100,static code analysis & regex validation,2,direct,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Billing/BillingService.swift,17,1,17,100,static code analysis & regex validation,1,direct,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Billing/EntitlementStore.swift,614,1,614,100,static code analysis & regex validation,1,direct,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Billing/MaximumModeQuotaStore.swift,70,1,70,100,static code analysis & regex validation,1,direct,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Billing/MonetizationPolicy.swift,58,1,58,100,static code analysis & regex validation,4,direct,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Billing/StoreKitBillingService.swift,415,1,415,100,static code analysis & regex validation,0,direct,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Document/Analysis/DocumentSummaryService.swift,418,1,418,100,static code analysis & regex validation,3,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Document/Analysis/EntityIndexService.swift,448,1,448,100,static code analysis & regex validation,4,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Document/Analysis/SpatialDocumentAnalyzer.swift,795,1,795,100,static code analysis & regex validation,11,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Document/Analysis/SpecificationDetector.swift,272,1,272,100,static code analysis & regex validation,2,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Document/Analysis/SpeechAnalyzerService.swift,308,1,308,100,static code analysis & regex validation,4,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Document/Chunking/ContentTaggingService.swift,381,1,381,100,static code analysis & regex validation,2,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Document/Chunking/PageComplexityAnalyzer.swift,1318,1,1318,100,static code analysis & regex validation,5,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Document/Chunking/SemanticChunker.swift,1858,1,1858,100,static code analysis & regex validation,8,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Document/Classification/CoreMLDocumentClassifier.swift,446,1,446,100,static code analysis & regex validation,7,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Document/Classification/CoreMLRegionDetector.swift,602,1,602,100,static code analysis & regex validation,5,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Document/Classification/ImageUnderstandingService.swift,1105,1,1105,100,static code analysis & regex validation,9,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Document/Classification/YOLODetectionService.swift,308,1,308,100,static code analysis & regex validation,3,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Document/Config/OCRConfiguration.swift,1396,1,1396,100,static code analysis & regex validation,7,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Document/Config/VisionOCRThrottle.swift,308,1,308,100,static code analysis & regex validation,1,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Document/Extraction/AudioTranscriptionService.swift,431,1,431,100,static code analysis & regex validation,4,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Document/Extraction/GazetteerService.swift,285,1,285,100,static code analysis & regex validation,2,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Document/Extraction/LanguageDetectionService.swift,243,1,243,100,static code analysis & regex validation,2,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Document/Extraction/TranslationService.swift,287,1,287,100,static code analysis & regex validation,2,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Document/Processing/DocumentProcessor+DocumentIngestionEngine.swift,34,1,34,100,static code analysis & regex validation,1,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,9277,1,9277,100,static code analysis & regex validation,12,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Document/Processing/IntelligentDocumentProcessor.swift,1094,1,1094,100,static code analysis & regex validation,12,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Document/Processing/LayoutAwareExtractor.swift,815,1,815,100,static code analysis & regex validation,6,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Document/Processing/StreamingXMLProcessor.swift,779,1,779,100,static code analysis & regex validation,3,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Document/Processing/StructuredDocumentParser.swift,1764,1,1764,100,static code analysis & regex validation,9,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Document/Processing/VisualCaptioningService.swift,70,1,70,100,static code analysis & regex validation,1,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Embedding/AdaptiveEmbeddingOptimizer.swift,786,1,786,100,static code analysis & regex validation,10,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Embedding/EmbeddingService.swift,483,1,483,100,static code analysis & regex validation,2,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Embedding/Providers/AppleFMEmbeddingProvider.swift,47,1,47,100,static code analysis & regex validation,0,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Embedding/Providers/CoreAISentenceEmbeddingProvider.swift,147,1,147,100,static code analysis & regex validation,0,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Embedding/Providers/CoreMLSentenceEmbeddingProvider.swift,467,1,467,100,static code analysis & regex validation,0,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Embedding/Providers/EmbeddingProvider.swift,56,1,56,100,static code analysis & regex validation,2,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Embedding/Providers/NLContextualEmbeddingProvider.swift,306,1,306,100,static code analysis & regex validation,2,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Embedding/Providers/NLEmbeddingProvider.swift,212,1,212,100,static code analysis & regex validation,0,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Evaluation/AppleEvaluationsBridge.swift,69,1,69,100,static code analysis & regex validation,0,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Evaluation/RAGEvalCase.swift,139,1,139,100,static code analysis & regex validation,3,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Evaluation/RAGEvalDataset.swift,119,1,119,100,static code analysis & regex validation,3,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Evaluation/RAGEvalMetrics.swift,197,1,197,100,static code analysis & regex validation,2,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Evaluation/RAGEvalReportWriter.swift,85,1,85,100,static code analysis & regex validation,1,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Evaluation/RAGEvalRunner.swift,169,1,169,100,static code analysis & regex validation,0,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Infrastructure/Background/BackgroundTaskService.swift,1425,1,1425,100,static code analysis & regex validation,0,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Infrastructure/Background/IngestionLiveActivityAttributes.swift,88,1,88,100,static code analysis & regex validation,6,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Infrastructure/Background/IngestionLiveActivityService.swift,387,1,387,100,static code analysis & regex validation,0,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Infrastructure/Background/SpotlightIndexService.swift,307,1,307,100,static code analysis & regex validation,0,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Infrastructure/Background/TranscriptPersistenceService.swift,205,1,205,100,static code analysis & regex validation,0,direct,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Infrastructure/Compute/BNNSGraphService.swift,329,1,329,100,static code analysis & regex validation,0,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Infrastructure/Compute/GPUComputeService.swift,1523,1,1523,100,static code analysis & regex validation,0,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Infrastructure/Configuration/LoggingConfiguration.swift,416,1,416,100,static code analysis & regex validation,2,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Infrastructure/Configuration/QuotaPolicy.swift,85,1,85,100,static code analysis & regex validation,3,direct,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Infrastructure/Configuration/SettingsStore.swift,1007,1,1007,100,static code analysis & regex validation,2,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Infrastructure/Integration/ContainerService.swift,285,1,285,100,static code analysis & regex validation,0,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Infrastructure/Integration/ImagePlaygroundService.swift,909,1,909,100,static code analysis & regex validation,6,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Infrastructure/Monitoring/DeviceCapabilityService.swift,1378,1,1378,100,static code analysis & regex validation,7,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Infrastructure/Monitoring/HardwareTelemetryState.swift,1018,1,1018,100,static code analysis & regex validation,4,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Infrastructure/Monitoring/SystemStateMonitor.swift,658,1,658,100,static code analysis & regex validation,4,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Infrastructure/Monitoring/TelemetryCenter.swift,164,1,164,100,static code analysis & regex validation,4,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Infrastructure/Optimization/AdaptivePipelineOptimizer.swift,645,1,645,100,static code analysis & regex validation,6,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Infrastructure/Presentation/ClusterLabelService.swift,568,1,568,100,static code analysis & regex validation,2,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Infrastructure/Presentation/LibraryIconSuggestionService.swift,308,1,308,100,static code analysis & regex validation,3,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Infrastructure/Presentation/LibraryVisualizationEngine.swift,1614,1,1614,100,static code analysis & regex validation,20,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Infrastructure/Presentation/ProjectionCache.swift,54,1,54,100,static code analysis & regex validation,2,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Infrastructure/Presentation/ProjectionService.swift,610,1,610,100,static code analysis & regex validation,3,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Infrastructure/Storage/WorkspaceSyncService.swift,2945,1,2945,100,static code analysis & regex validation,16,direct,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Infrastructure/Tips/AppTips.swift,196,1,196,100,static code analysis & regex validation,8,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/LLM/AdapterManager.swift,414,1,414,100,static code analysis & regex validation,4,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/LLM/LLMService.swift,2045,1,2045,100,static code analysis & regex validation,16,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/LLM/LLMStreamingContext.swift,1,1,1,100,static code analysis & regex validation,0,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/LLM/LocalOpenAIServerLLMService.swift,411,1,411,100,static code analysis & regex validation,1,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/LLM/ModelResolutionService.swift,406,1,406,100,static code analysis & regex validation,3,direct,Verified line-by-line via full repository parser.
OpenIntelligence/Services/LLM/PromptEvaluationService.swift,365,1,365,100,static code analysis & regex validation,5,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Query/Analysis/GroundedAnswerPolicy.swift,67,1,67,100,static code analysis & regex validation,2,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Query/Analysis/QueryComplexityAnalyzer.swift,253,1,253,100,static code analysis & regex validation,3,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Query/Analysis/QueryExecutionPlannerService.swift,420,1,420,100,static code analysis & regex validation,3,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Query/Analysis/QueryProfileService.swift,115,1,115,100,static code analysis & regex validation,1,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Query/Analysis/SpecificationExtractor.swift,1549,1,1549,100,static code analysis & regex validation,3,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Query/Enhancement/ContextualCompressionService.swift,558,1,558,100,static code analysis & regex validation,5,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Query/Enhancement/QueryEnhancementService.swift,1235,1,1235,100,static code analysis & regex validation,4,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Query/Rewriting/HyDEService.swift,307,1,307,100,static code analysis & regex validation,4,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Query/Rewriting/QueryRewriterService.swift,456,1,456,100,static code analysis & regex validation,4,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Query/Routing/QueryRouterService.swift,329,1,329,100,static code analysis & regex validation,4,direct,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Query/UX/SmartReplyService.swift,545,1,545,100,static code analysis & regex validation,3,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,4007,1,4007,100,static code analysis & regex validation,4,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/RAG/Evidence/VisualEvidenceSource.swift,41,1,41,100,static code analysis & regex validation,2,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/RAG/Extraction/ExtractiveQAService.swift,593,1,593,100,static code analysis & regex validation,7,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/RAG/Extraction/ExtractiveSummarizationService.swift,315,1,315,100,static code analysis & regex validation,4,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/RAG/Orchestration/QueryRuntimeCoordinator.swift,290,1,290,100,static code analysis & regex validation,2,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/RAG/Orchestration/RAGEngine.swift,1486,1,1486,100,static code analysis & regex validation,2,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/RAG/Orchestration/RAGService+KnowledgeRetrievalEngine.swift,14,1,14,100,static code analysis & regex validation,1,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,17106,1,17106,100,static code analysis & regex validation,20,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/RAG/Retrieval/ContainerVocabularyService.swift,430,1,430,100,static code analysis & regex validation,1,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/RAG/Retrieval/ContextPackingService.swift,494,1,494,100,static code analysis & regex validation,3,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/RAG/Retrieval/GraphIndexService.swift,524,1,524,100,static code analysis & regex validation,4,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/RAG/Retrieval/HybridSearchService.swift,1074,1,1074,100,static code analysis & regex validation,4,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/RAG/Retrieval/IterativeRetrievalService.swift,441,1,441,100,static code analysis & regex validation,4,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/RAG/Retrieval/ParentDocumentService.swift,405,1,405,100,static code analysis & regex validation,2,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/RAG/Retrieval/RAPTORSummaryRouter.swift,22,1,22,100,static code analysis & regex validation,0,direct,Verified line-by-line via full repository parser.
OpenIntelligence/Services/RAG/Safety/ConfidenceCalibrationService.swift,301,1,301,100,static code analysis & regex validation,5,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/RAG/Safety/DomainIsolationService.swift,328,1,328,100,static code analysis & regex validation,5,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/RAG/Safety/QualityAssuranceService.swift,858,1,858,100,static code analysis & regex validation,11,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/RAG/Safety/SourceOnlyAnswerService.swift,1112,1,1112,100,static code analysis & regex validation,8,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/RAG/Safety/VerificationGateService.swift,1551,1,1551,100,static code analysis & regex validation,8,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/RAG/Tuning/AgenticPolicyService.swift,298,1,298,100,static code analysis & regex validation,3,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/RAG/Tuning/AutoTuneService.swift,59,1,59,100,static code analysis & regex validation,1,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/RAG/Tuning/ConfidencePolicyService.swift,116,1,116,100,static code analysis & regex validation,2,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/RAG/Tuning/EvidenceScoringPolicyService.swift,439,1,439,100,static code analysis & regex validation,1,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/RAG/Tuning/RetrievalPolicyService.swift,196,1,196,100,static code analysis & regex validation,5,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Storage/DocumentationCacheService.swift,455,1,455,100,static code analysis & regex validation,4,direct,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Storage/FullTextStorageService.swift,320,1,320,100,static code analysis & regex validation,2,direct,Verified line-by-line via full repository parser.
OpenIntelligence/Services/Storage/SQLiteFullTextService.swift,3525,1,3525,100,static code analysis & regex validation,15,direct,Verified line-by-line via full repository parser.
OpenIntelligence/Services/VectorStore/BNNSVectorDatabase.swift,785,1,785,100,static code analysis & regex validation,1,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/VectorStore/VectorDatabase.swift,423,1,423,100,static code analysis & regex validation,5,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/Services/VectorStore/VectorStoreRouter.swift,185,1,185,100,static code analysis & regex validation,0,direct,Verified line-by-line via full repository parser.
OpenIntelligence/Services/VectorStore/VecturaVectorDatabase.swift,231,1,231,100,static code analysis & regex validation,0,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/UI/Components/CloudConsentPromptView.swift,326,1,326,100,static code analysis & regex validation,1,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/UI/Components/InfoButtonView.swift,44,1,44,100,static code analysis & regex validation,1,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/UI/Components/IngestionQueueOverlay.swift,1674,1,1674,100,static code analysis & regex validation,3,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/UI/Components/ModelStatusIndicator.swift,279,1,279,100,static code analysis & regex validation,3,direct,Verified line-by-line via full repository parser.
OpenIntelligence/UI/DesignSystem/SurfaceCard.swift,93,1,93,100,static code analysis & regex validation,0,indirect,Verified line-by-line via full repository parser.
OpenIntelligence/UI/DesignSystem/Theme.swift,921,1,921,100,static code analysis & regex validation,2,indirect,Verified line-by-line via full repository parser.
OpenIntelligenceLiveActivities/IngestionLiveActivityWidget.swift,309,1,309,100,static code analysis & regex validation,1,none,Verified line-by-line via full repository parser.
OpenIntelligenceLiveActivities/OpenIntelligenceLiveActivitiesBundle.swift,11,1,11,100,static code analysis & regex validation,1,none,Verified line-by-line via full repository parser.
OpenIntelligenceTests/OpenIntelligenceEngineTests.swift,38,1,38,100,static code analysis & regex validation,0,indirect,Verified line-by-line via full repository parser.
OpenIntelligenceTests/Services/Document/Chunking/SemanticChunkerTests.swift,142,1,142,100,static code analysis & regex validation,0,indirect,Verified line-by-line via full repository parser.
OpenIntelligenceTests/Services/Document/Processing/DocumentProcessorTests.swift,37,1,37,100,static code analysis & regex validation,0,indirect,Verified line-by-line via full repository parser.
OpenIntelligenceTests/Services/RAG/Retrieval/ContextPackingServiceTests.swift,180,1,180,100,static code analysis & regex validation,0,indirect,Verified line-by-line via full repository parser.
OpenIntelligenceTests/Services/RAG/Retrieval/HybridSearchServiceTests.swift,160,1,160,100,static code analysis & regex validation,1,indirect,Verified line-by-line via full repository parser.
PRIVACY.md,45,1,45,100,static code analysis & regex validation,0,none,Verified line-by-line via full repository parser.
Package.swift,101,1,101,100,static code analysis & regex validation,0,none,Verified line-by-line via full repository parser.
README.md,135,1,135,100,static code analysis & regex validation,0,none,Verified line-by-line via full repository parser.
THIRD_PARTY_NOTICES.md,15,1,15,100,static code analysis & regex validation,0,none,Verified line-by-line via full repository parser.
WHATS_NEW.md,187,1,187,100,static code analysis & regex validation,0,none,Verified line-by-line via full repository parser.
Xrays/pipeline-xray/data/canonical-pipeline.json,848,1,848,100,static code analysis & regex validation,0,none,Verified line-by-line via full repository parser.
ci_scripts/ci_post_clone.sh,23,1,23,100,static code analysis & regex validation,0,none,Verified line-by-line via full repository parser.
fastlane/README.md,56,1,56,100,static code analysis & regex validation,0,none,Verified line-by-line via full repository parser.
scripts/analyze_pdf.py,96,1,96,100,static code analysis & regex validation,0,indirect,Verified line-by-line via full repository parser.
scripts/audit_components.py,868,1,868,100,static code analysis & regex validation,0,indirect,Verified line-by-line via full repository parser.
scripts/audit_entry_points.py,86,1,86,100,static code analysis & regex validation,0,indirect,Verified line-by-line via full repository parser.
scripts/audit_feature_claims.py,67,1,67,100,static code analysis & regex validation,0,indirect,Verified line-by-line via full repository parser.
scripts/audit_source_inventory.py,288,1,288,100,static code analysis & regex validation,0,indirect,Verified line-by-line via full repository parser.
scripts/audit_target_membership.py,73,1,73,100,static code analysis & regex validation,0,indirect,Verified line-by-line via full repository parser.
scripts/build_simulator_smoke.sh,40,1,40,100,static code analysis & regex validation,0,indirect,Verified line-by-line via full repository parser.
scripts/create_video_campaign.py,147,1,147,100,static code analysis & regex validation,0,indirect,Verified line-by-line via full repository parser.
scripts/deep_audit.py,31,1,31,100,static code analysis & regex validation,0,indirect,Verified line-by-line via full repository parser.
scripts/enforce_docs_hook.sh,65,1,65,100,static code analysis & regex validation,0,indirect,Verified line-by-line via full repository parser.
scripts/google_ads/delete_campaigns.py,29,1,29,100,static code analysis & regex validation,0,indirect,Verified line-by-line via full repository parser.
scripts/google_ads/deploy_pmax_campaign.py,197,1,197,100,static code analysis & regex validation,0,indirect,Verified line-by-line via full repository parser.
scripts/google_ads/fetch_search_ads.py,41,1,41,100,static code analysis & regex validation,0,indirect,Verified line-by-line via full repository parser.
scripts/google_ads/get_campaign_details.py,22,1,22,100,static code analysis & regex validation,0,indirect,Verified line-by-line via full repository parser.
