service_name,file_path,responsibility,state_owned,public_methods,important_private_methods,dependencies,downstream_callers,reads_from,writes_to,touches_userdefaults,touches_keychain,touches_files,touches_icloud,touches_network_or_cloud,app_intent_reachable,background_reachable,risk_level,relevant_docs,evidence_level,confidence,evidence_source,evidence_command_or_file,verification_notes
ProjectionService,OpenIntelligence/Services/Infrastructure/Presentation/ProjectionService.swift,Handles Projection processes,,"pca3D_powerIteration, covMatVec, orthonormalize, randomProjection3D, tsne3D, umap3D, dotProduct, l2norm, normalize, gramSchmidt",project3D,,,,,No,No,No,No,No,No,No,Low,,code_verified,high,OpenIntelligence/Services/Infrastructure/Presentation/ProjectionService.swift,scan_codebase.py,Extracted methods and state from class
LLMService,OpenIntelligence/Services/LLM/LLMService.swift,Handles LLM processes,,generate,,,,,,No,No,No,No,No,No,No,Low,,code_verified,high,OpenIntelligence/Services/LLM/LLMService.swift,scan_codebase.py,Extracted methods and state from protocol
AppleFoundationLLMService,OpenIntelligence/Services/LLM/LLMService.swift,Handles AppleFoundationLLM processes,,"resetSession, restoreFromTranscript, supportsLocale, estimateTokens, estimateTranscriptTokens, logFeedback, submitPositiveFeedback, submitNegativeFeedback, startWarmup, warmUpModel",sanitizeForLanguageDetection,"LLMService, FoundationModelRoutePolicy, FoundationModelTokenBudget, FoundationModelSessionFactory",,,,No,No,No,No,No,No,No,Low,,code_verified,high,OpenIntelligence/Services/LLM/LLMService.swift,scan_codebase.py,Extracted methods and state from class
ScreenshotMockLLMService,OpenIntelligence/Services/LLM/LLMService.swift,Handles ScreenshotMockLLM processes,,generate,,,,,,No,No,No,No,No,No,No,Low,,code_verified,high,OpenIntelligence/Services/LLM/LLMService.swift,scan_codebase.py,Extracted methods and state from class
AppleChatGPTExtensionService,OpenIntelligence/Services/LLM/LLMService.swift,Handles AppleChatGPTExtension processes,,"generate, checkChatGPTAvailability, isAppleIntelligenceAvailable, sendChatGPTRequest",,,,,,No,No,No,No,No,No,No,Low,,code_verified,high,OpenIntelligence/Services/LLM/LLMService.swift,scan_codebase.py,Extracted methods and state from class
AppleChatGPTExtensionService,OpenIntelligence/Services/LLM/LLMService.swift,Handles AppleChatGPTExtension processes,,generate,,,,,,No,No,No,No,No,No,No,Low,,code_verified,high,OpenIntelligence/Services/LLM/LLMService.swift,scan_codebase.py,Extracted methods and state from class
LlamaCPPPresetLLMService,OpenIntelligence/Services/LLM/LocalOpenAIServerLLMService.swift,Handles LlamaCPPPresetLLM processes,,generate,,LLMService,,,,No,No,No,No,No,No,No,Low,,code_verified,high,OpenIntelligence/Services/LLM/LocalOpenAIServerLLMService.swift,scan_codebase.py,Extracted methods and state from class
ModelResolutionService,OpenIntelligence/Services/LLM/ModelResolutionService.swift,Handles ModelResolution processes,,,,,,,,No,No,No,No,No,No,No,Low,,code_verified,high,OpenIntelligence/Services/LLM/ModelResolutionService.swift,scan_codebase.py,Extracted methods and state from extension
PromptEvaluationService,OpenIntelligence/Services/LLM/PromptEvaluationService.swift,Handles PromptEvaluation processes,,"registerSuite, registeredSuites, generateTestCases, evaluateSuite, evaluateTestCase, scoreKeywordHits, findForbiddenKeywords, calculateConfidence, classifyQuery, extractSignificantWords",,,,Disk,Disk,No,No,Yes,No,No,No,No,Medium,,code_verified,high,OpenIntelligence/Services/LLM/PromptEvaluationService.swift,scan_codebase.py,Extracted methods and state from actor
GroundedAnswerPolicy,OpenIntelligence/Services/Query/Analysis/GroundedAnswerPolicy.swift,Handles GroundedAnswerPolicy processes,,"shouldRunSourceOnlyVerification, shouldUseDeterministicExtractionPath",,,,,,No,No,No,No,No,No,No,Low,,code_verified,high,OpenIntelligence/Services/Query/Analysis/GroundedAnswerPolicy.swift,scan_codebase.py,Extracted methods and state from struct
QueryExecutionPlannerService,OpenIntelligence/Services/Query/Analysis/QueryExecutionPlannerService.swift,Handles QueryExecutionPlanner processes,,"buildPlan, buildHeuristicPlan, shouldDecompose, normalizedSearchQueries, normalizedSubqueries, distilledSearchTerms, deduplicatedQueries",,AgenticOrchestrator,,Disk,Disk,No,No,Yes,No,No,No,No,Medium,,code_verified,high,OpenIntelligence/Services/Query/Analysis/QueryExecutionPlannerService.swift,scan_codebase.py,Extracted methods and state from class
QueryExecutionPlannerService,OpenIntelligence/Services/Query/Analysis/QueryExecutionPlannerService.swift,Handles QueryExecutionPlanner processes,,buildFoundationModelPlan,,,,,,No,No,No,No,No,No,No,Low,,code_verified,high,OpenIntelligence/Services/Query/Analysis/QueryExecutionPlannerService.swift,scan_codebase.py,Extracted methods and state from extension
QueryProfileService,OpenIntelligence/Services/Query/Analysis/QueryProfileService.swift,Handles QueryProfile processes,,"buildProfile, wordCount, isTrivialQuery",,,,,,No,No,No,No,No,No,No,Low,,code_verified,high,OpenIntelligence/Services/Query/Analysis/QueryProfileService.swift,scan_codebase.py,Extracted methods and state from class
ContextualCompressionService,OpenIntelligence/Services/Query/Enhancement/ContextualCompressionService.swift,Handles ContextualCompression processes,,"compressChunk, compressChunks, buildCompressionPrompt, estimateTokens, stripQueryEcho, resetSession",,,,,,No,No,No,No,No,No,No,Low,,code_verified,high,OpenIntelligence/Services/Query/Enhancement/ContextualCompressionService.swift,scan_codebase.py,Extracted methods and state from class
ContextualCompressionService,OpenIntelligence/Services/Query/Enhancement/ContextualCompressionService.swift,Handles ContextualCompression processes,,"verifyAnswerGrounding, parseGroundingResult",,,,,,No,No,No,No,No,No,No,Low,,code_verified,high,OpenIntelligence/Services/Query/Enhancement/ContextualCompressionService.swift,scan_codebase.py,Extracted methods and state from extension
QueryEnhancementService,OpenIntelligence/Services/Query/Enhancement/QueryEnhancementService.swift,Handles QueryEnhancement processes,,"classifyIntent, classifyAnswerIntent, expandQuery, extractKeyTerms, generateSynonyms, reformulateQuestion, uniquePreservingOrder, expandFromCorpus, findCorpusPhrases, isValidExpansionTerm","isIndicatorStateLookupQuery, manualSpecificationIntent",RAGService,,Disk,Disk,No,No,Yes,No,No,No,No,Medium,,code_verified,high,OpenIntelligence/Services/Query/Enhancement/QueryEnhancementService.swift,scan_codebase.py,Extracted methods and state from class
HyDEService,OpenIntelligence/Services/Query/Rewriting/HyDEService.swift,Handles HyDE processes,,"forDocumentType, generateHypotheticalDocument, groundHyDEText, generateHyDEQuery, buildHyDEPrompt, extractKeyTerms, resetSession",,SQLiteFullTextService,,,,No,No,No,No,No,No,No,Low,,code_verified,high,OpenIntelligence/Services/Query/Rewriting/HyDEService.swift,scan_codebase.py,Extracted methods and state from class
HyDEService,OpenIntelligence/Services/Query/Rewriting/HyDEService.swift,Handles HyDE processes,,shouldUseHyDE,,,,,,No,No,No,No,No,No,No,Low,,code_verified,high,OpenIntelligence/Services/Query/Rewriting/HyDEService.swift,scan_codebase.py,Extracted methods and state from extension
QueryRewriterService,OpenIntelligence/Services/Query/Rewriting/QueryRewriterService.swift,Handles QueryRewriter processes,,"rewrite, isStopWord, detectAmbiguity, clarifyWithLLM, buildClarificationPrompt, simplePronounSubstitution, detectIntent, extractEntities, extractConversationEntities, passthrough",,,,,,No,No,No,No,No,No,No,Low,,code_verified,high,OpenIntelligence/Services/Query/Rewriting/QueryRewriterService.swift,scan_codebase.py,Extracted methods and state from class
QueryRouterService,OpenIntelligence/Services/Query/Routing/QueryRouterService.swift,Handles QueryRouter processes,,"classifyQuery, abstractionLevelsToSearch, shouldUseMaximumMode, levelFilter",,,,,,No,No,No,No,No,No,No,Low,,code_verified,high,OpenIntelligence/Services/Query/Routing/QueryRouterService.swift,scan_codebase.py,Extracted methods and state from actor
QueryRouterService,OpenIntelligence/Services/Query/Routing/QueryRouterService.swift,Handles QueryRouter processes,,"extractQueryEntities, detectDocumentReference",,,,,,No,No,No,No,No,No,No,Low,,code_verified,high,OpenIntelligence/Services/Query/Routing/QueryRouterService.swift,scan_codebase.py,Extracted methods and state from extension
SmartReplyService,OpenIntelligence/Services/Query/UX/SmartReplyService.swift,Handles SmartReply processes,,"generateFollowUps, extractKeyTerms, containsProceduralContent, containsNumericalData, containsConditionalLanguage, extractChunkTopics, responseLooksLikeMetaAnswer, relatedTopicQuestion, isUsableSuggestionText, isSelfAnsweringSuggestion",,,,Disk,Disk,No,No,Yes,No,No,No,No,Medium,,code_verified,high,OpenIntelligence/Services/Query/UX/SmartReplyService.swift,scan_codebase.py,Extracted methods and state from actor
SuggestedQuestionsService,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,Handles SuggestedQuestions processes,,"isSampleWorkspace, loadQuestionBank, saveQuestionBank, removeQuestions, clearQuestionBank, generateQuestionsForIngestedDocument, generateQuestionsForDocumentOnly, mergeIntoPersistedBank, enforceBankDiversity, generateInitialBank",,,,Disk,Disk,No,No,Yes,No,No,No,No,Medium,,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Extracted methods and state from actor
ExtractiveQAService,OpenIntelligence/Services/RAG/Extraction/ExtractiveQAService.swift,Handles ExtractiveQA processes,,extractAnswer,,,,,,No,No,No,No,No,No,No,Low,,code_verified,high,OpenIntelligence/Services/RAG/Extraction/ExtractiveQAService.swift,scan_codebase.py,Extracted methods and state from protocol
PlaceholderExtractiveQAService,OpenIntelligence/Services/RAG/Extraction/ExtractiveQAService.swift,Handles PlaceholderExtractiveQA processes,,extractAnswer,,,,,,No,No,No,No,No,No,No,Low,,code_verified,high,OpenIntelligence/Services/RAG/Extraction/ExtractiveQAService.swift,scan_codebase.py,Extracted methods and state from actor
HeuristicExtractiveQAService,OpenIntelligence/Services/RAG/Extraction/ExtractiveQAService.swift,Handles HeuristicExtractiveQA processes,,"extractAnswer, detectQuestionType, extractKeywords, extractSentences, scoreCandidate, extractSpan",,,,Disk,Disk,No,No,Yes,No,No,No,No,Medium,,code_verified,high,OpenIntelligence/Services/RAG/Extraction/ExtractiveQAService.swift,scan_codebase.py,Extracted methods and state from actor
ExtractiveQAServiceFactory,OpenIntelligence/Services/RAG/Extraction/ExtractiveQAService.swift,Handles ExtractiveQAFactory processes,,create,,,,,,No,No,No,No,No,No,No,Low,,code_verified,high,OpenIntelligence/Services/RAG/Extraction/ExtractiveQAService.swift,scan_codebase.py,Extracted methods and state from enum
ExtractiveSummarizationService,OpenIntelligence/Services/RAG/Extraction/ExtractiveSummarizationService.swift,Handles ExtractiveSummarization processes,,"summarize, segmentIntoSentences, selectWithMMR, cosineSimilarity, calculateCoverage",,EmbeddingService,,,,No,No,No,No,No,No,No,Low,,code_verified,high,OpenIntelligence/Services/RAG/Extraction/ExtractiveSummarizationService.swift,scan_codebase.py,Extracted methods and state from actor
ExtractiveSummarizationService,OpenIntelligence/Services/RAG/Extraction/ExtractiveSummarizationService.swift,Handles ExtractiveSummarization processes,,"quickSummary, detailedSummary",,,,,,No,No,No,No,No,No,No,Low,,code_verified,high,OpenIntelligence/Services/RAG/Extraction/ExtractiveSummarizationService.swift,scan_codebase.py,Extracted methods and state from extension
QueryRuntimeCoordinator,OpenIntelligence/Services/RAG/Orchestration/QueryRuntimeCoordinator.swift,Handles QueryRuntime processes,,"updateSettingsStore, resolveContext",,"RAGService, AgenticOrchestrator, SettingsStore",,,,No,No,No,No,Yes,No,No,Medium,,code_verified,high,OpenIntelligence/Services/RAG/Orchestration/QueryRuntimeCoordinator.swift,scan_codebase.py,Extracted methods and state from class
RAGEngine,OpenIntelligence/Services/RAG/Orchestration/RAGEngine.swift,Handles RAGEngine processes,,"setupReRanker, applyMMR, cosineSimilarityAccelerated, cosineSimilarity, formatContext, rerank, filterBySimilarity, assembleContext, truncateAtSentence, sanitizeForLanguageDetection",,,,Disk,Disk,No,No,Yes,No,No,No,No,Medium,,code_verified,high,OpenIntelligence/Services/RAG/Orchestration/RAGEngine.swift,scan_codebase.py,Extracted methods and state from actor
RAGService,OpenIntelligence/Services/RAG/Orchestration/RAGService+KnowledgeRetrievalEngine.swift,Handles RAG processes,,query,,,,,,No,No,No,No,No,Yes,Yes,Low,,code_verified,high,OpenIntelligence/Services/RAG/Orchestration/RAGService+KnowledgeRetrievalEngine.swift,scan_codebase.py,Extracted methods and state from extension
RAGService,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,Handles RAG processes,,"checkDeviceCapabilities, detectDeviceChip, determineDeviceTier",,"LLMService, FoundationModelTokenBudget",,Disk,Disk,No,No,Yes,No,No,Yes,Yes,Medium,,code_verified,high,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,scan_codebase.py,Extracted methods and state from extension
RAGService,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,Handles RAG processes,,"searchDocuments, executeFullRetrievalPipeline, searchDocumentsRaw, searchDocuments, listDocuments, getDocumentSummary, countPatternInCorpus, searchExactPattern, getCorpusStats, findRelatedDocuments",,"LLMService, EntitlementStore",,Disk,Disk,No,No,Yes,No,No,Yes,Yes,Medium,,code_verified,high,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,scan_codebase.py,Extracted methods and state from extension
ContainerVocabularyService,OpenIntelligence/Services/RAG/Retrieval/ContainerVocabularyService.swift,Handles ContainerVocabulary processes,,"vocabulary, learnFromChunk, learnFromDetectedEntities, documentIngested, expandQuery, boostFactor, clearVocabulary, extractTerms, extractNamedEntities, extractTechnicalPhrases",,,,Disk,Disk,No,No,Yes,No,No,No,No,Medium,,code_verified,high,OpenIntelligence/Services/RAG/Retrieval/ContainerVocabularyService.swift,scan_codebase.py,Extracted methods and state from actor
ContextPackingService,OpenIntelligence/Services/RAG/Retrieval/ContextPackingService.swift,Handles ContextPacking processes,,"pack, isInterrogativeChunk, assembleWithBudget, estimateTokens, applyLostInMiddleReorder, sortByDocumentOrder, packForProcedure, packForComparison, packForSummarization",,FoundationModelTokenBudget,,,,No,No,No,No,No,No,No,Low,,code_verified,high,OpenIntelligence/Services/RAG/Retrieval/ContextPackingService.swift,scan_codebase.py,Extracted methods and state from actor
ContextPackingService,OpenIntelligence/Services/RAG/Retrieval/ContextPackingService.swift,Handles ContextPacking processes,,pack,,,,,,No,No,No,No,No,No,No,Low,,code_verified,high,OpenIntelligence/Services/RAG/Retrieval/ContextPackingService.swift,scan_codebase.py,Extracted methods and state from extension
GraphIndexService,OpenIntelligence/Services/RAG/Retrieval/GraphIndexService.swift,Handles GraphIndex processes,,"extractCrossReferences, extractReferenceTargets, extractCrossReferencesStatic, buildDocumentGraph, graphHops, parentChain, neighbors","extractCrossReferencesSync, buildSectionHierarchy, resolveCrossReferences, extractTableNumber, extractFigureNumber",,,Disk,Disk,No,No,Yes,No,No,No,No,Medium,,code_verified,high,OpenIntelligence/Services/RAG/Retrieval/GraphIndexService.swift,scan_codebase.py,Extracted methods and state from actor
HybridSearchService,OpenIntelligence/Services/RAG/Retrieval/HybridSearchService.swift,Handles HybridSearch processes,,"indexChunks, search, applyKeywordMatchBoost, applyStructureTypeBoost, detectSpecificationQuery, extractImportantKeywords, shouldRunLexicalRecall, lexicalRecallLimit, lexicalRecallCandidates, tokenize",,SQLiteFullTextService,,Disk,Disk,No,No,Yes,No,No,No,No,Medium,,code_verified,high,OpenIntelligence/Services/RAG/Retrieval/HybridSearchService.swift,scan_codebase.py,Extracted methods and state from class
IterativeRetrievalService,OpenIntelligence/Services/RAG/Retrieval/IterativeRetrievalService.swift,Handles IterativeRetrieval processes,,"retrieve, assessConfidence, refineQuery, expandQueryWithKeywords, extractKeyTerms, buildMergedContext",,"EmbeddingService, HybridSearchService",,,,No,No,No,No,No,No,No,Low,,code_verified,high,OpenIntelligence/Services/RAG/Retrieval/IterativeRetrievalService.swift,scan_codebase.py,Extracted methods and state from class
ParentDocumentService,OpenIntelligence/Services/RAG/Retrieval/ParentDocumentService.swift,Handles ParentDocument processes,,"jaccardSimilarity, checkJaccardRedundancy, expandWithSiblings, findSiblings, isSibling, estimateTokens, computeSiblingGroupId",,,,,,No,No,No,No,No,No,No,Low,,code_verified,high,OpenIntelligence/Services/RAG/Retrieval/ParentDocumentService.swift,scan_codebase.py,Extracted methods and state from class
RAPTORSummaryRouter,OpenIntelligence/Services/RAG/Retrieval/RAPTORSummaryRouter.swift,Handles RAPTORSummaryRouter processes,,"filterSummaryChunks, filterSummaryRetrievedChunks",,,,,,No,No,No,No,No,No,No,Low,,code_verified,high,OpenIntelligence/Services/RAG/Retrieval/RAPTORSummaryRouter.swift,scan_codebase.py,Extracted methods and state from class
ConfidenceCalibrationService,OpenIntelligence/Services/RAG/Safety/ConfidenceCalibrationService.swift,Handles ConfidenceCalibration processes,,"calibrate, calibrate, calibrate, sigmoid, plattScale, confidenceLevel",,,,,,No,No,No,No,No,No,No,Low,,code_verified,high,OpenIntelligence/Services/RAG/Safety/ConfidenceCalibrationService.swift,scan_codebase.py,Extracted methods and state from class
ConfidenceCalibrationService,OpenIntelligence/Services/RAG/Safety/ConfidenceCalibrationService.swift,Handles ConfidenceCalibration processes,,rankByConfidence,,,,,,No,No,No,No,No,No,No,Low,,code_verified,high,OpenIntelligence/Services/RAG/Safety/ConfidenceCalibrationService.swift,scan_codebase.py,Extracted methods and state from extension
DomainIsolationService,OpenIntelligence/Services/RAG/Safety/DomainIsolationService.swift,Handles DomainIsolation processes,,"classifyQuery, classifyChunk, assess","allowsCrossDomainSynthesis, classify, controlVariant, buildChunkEvidenceText, normalize",,,,,No,No,No,No,No,No,No,Low,,code_verified,high,OpenIntelligence/Services/RAG/Safety/DomainIsolationService.swift,scan_codebase.py,Extracted methods and state from enum
QualityAssuranceService,OpenIntelligence/Services/RAG/Safety/QualityAssuranceService.swift,Handles QualityAssurance processes,,"testEmbeddingSanity, testRetrievalAccuracy, testAnswerQuality, runFullQualitySuite, runEndToEndBenchmarkSuite, quickSanityCheck, cosineSimilarity, normalizeAnswer, normalizeDocumentKey, matchesExpectedDocument",,EmbeddingService,,,,No,No,No,No,No,No,No,Low,,code_verified,high,OpenIntelligence/Services/RAG/Safety/QualityAssuranceService.swift,scan_codebase.py,Extracted methods and state from actor
QualityAssuranceService,OpenIntelligence/Services/RAG/Safety/QualityAssuranceService.swift,Handles QualityAssurance processes,,generateDiagnosticReport,,,,,,No,No,No,No,No,No,No,Low,,code_verified,high,OpenIntelligence/Services/RAG/Safety/QualityAssuranceService.swift,scan_codebase.py,Extracted methods and state from extension
SourceOnlyAnswerService,OpenIntelligence/Services/RAG/Safety/SourceOnlyAnswerService.swift,Handles SourceOnlyAnswer processes,,"verifyAndRender, buildExtractionInstructions, buildReviewInstructions, buildEvidenceRecords, renderEvidencePrompt, buildExtractionPrompt, buildReviewPrompt, aggregateReviews, mergeClaimDraft, claimContainsSpecificationCue",,,,Disk,Disk,No,No,Yes,No,No,No,No,Medium,,code_verified,high,OpenIntelligence/Services/RAG/Safety/SourceOnlyAnswerService.swift,scan_codebase.py,Extracted methods and state from class
VerificationGateService,OpenIntelligence/Services/RAG/Safety/VerificationGateService.swift,Handles VerificationGate processes,,"verify, checkRetrievalConfidence, runGateA, runGateB, runGateC, isYearOrReference, runGateD, runGateE, runGateF, runGateG",,"EmbeddingService, BNNSVectorDatabase, HybridSearchService",,,,No,No,No,No,No,No,No,Low,,code_verified,high,OpenIntelligence/Services/RAG/Safety/VerificationGateService.swift,scan_codebase.py,Extracted methods and state from actor
VerificationGateService,OpenIntelligence/Services/RAG/Safety/VerificationGateService.swift,Handles VerificationGate processes,,generateAbstentionResponse,,,,,,No,No,No,No,No,No,No,Low,,code_verified,high,OpenIntelligence/Services/RAG/Safety/VerificationGateService.swift,scan_codebase.py,Extracted methods and state from extension
AgenticReasoningPolicy,OpenIntelligence/Services/RAG/Tuning/AgenticPolicyService.swift,Handles AgenticReasoningPolicy processes,,"evidenceCoverageTarget, noveltyExhausted, shouldTreatAsSaturated",,,,,,No,No,No,No,No,No,No,Low,,code_verified,high,OpenIntelligence/Services/RAG/Tuning/AgenticPolicyService.swift,scan_codebase.py,Extracted methods and state from struct
AgenticPolicyService,OpenIntelligence/Services/RAG/Tuning/AgenticPolicyService.swift,Handles AgenticPolicy processes,,"retrievalQuality, downgradedForSemanticMismatch, speculativeAcceptanceThreshold, hardIrrelevanceLexicalThreshold, moderateReturnConfidence, blendVerifiedFinalConfidence, addressesQuestion, verificationAction, calibrateSelfRAGConfidence, reasoningPolicy",,,,,,No,No,No,No,No,No,No,Low,,code_verified,high,OpenIntelligence/Services/RAG/Tuning/AgenticPolicyService.swift,scan_codebase.py,Extracted methods and state from enum
AutoTuneService,OpenIntelligence/Services/RAG/Tuning/AutoTuneService.swift,Handles AutoTune processes,,tuneForSelection,,,,,,Yes,No,No,No,No,No,No,Low,,code_verified,high,OpenIntelligence/Services/RAG/Tuning/AutoTuneService.swift,scan_codebase.py,Extracted methods and state from enum
QueryConfidencePolicy,OpenIntelligence/Services/RAG/Tuning/ConfidencePolicyService.swift,Handles QueryConfidencePolicy processes,,,,,,,,No,No,No,No,No,No,No,Low,,code_verified,high,OpenIntelligence/Services/RAG/Tuning/ConfidencePolicyService.swift,scan_codebase.py,Extracted methods and state from struct
ConfidencePolicyService,OpenIntelligence/Services/RAG/Tuning/ConfidencePolicyService.swift,Handles ConfidencePolicy processes,,"policy, detectTouchyQuery",,,,,,No,No,No,No,No,No,No,Low,,code_verified,high,OpenIntelligence/Services/RAG/Tuning/ConfidencePolicyService.swift,scan_codebase.py,Extracted methods and state from enum
EvidenceScoringPolicyService,OpenIntelligence/Services/RAG/Tuning/EvidenceScoringPolicyService.swift,Handles EvidenceScoringPolicy processes,,"isSentenceStopWord, meaningfulSentenceTokens, precisionLockThreshold, isStateLookupQuery, stateLookupAnchors, satisfiesStateLookupAnchors, stateLookupAnchorAdjustment, hasQuantitativeSignal, specPatternCount, isStructuredEvidence",,,,,,No,No,No,No,No,No,No,Low,,code_verified,high,OpenIntelligence/Services/RAG/Tuning/EvidenceScoringPolicyService.swift,scan_codebase.py,Extracted methods and state from enum
RetrievalPolicyService,OpenIntelligence/Services/RAG/Tuning/RetrievalPolicyService.swift,Handles RetrievalPolicy processes,,"filteringDecision, cascadeDecision, parentDocumentConfig, agenticMinSimilarity, baseMinSimilarity",,,,,,No,No,No,No,No,No,No,Low,,code_verified,high,OpenIntelligence/Services/RAG/Tuning/RetrievalPolicyService.swift,scan_codebase.py,Extracted methods and state from enum
DocumentationCacheService,OpenIntelligence/Services/Storage/DocumentationCacheService.swift,Handles DocumentationCache processes,,"cache, get, get, listCached, statistics, delete, pruneExpired, search, isCached, clearAll",,,,Disk,Disk,Yes,No,Yes,No,No,No,No,Medium,,code_verified,high,OpenIntelligence/Services/Storage/DocumentationCacheService.swift,scan_codebase.py,Extracted methods and state from actor
DocumentationCacheService,OpenIntelligence/Services/Storage/DocumentationCacheService.swift,Handles DocumentationCache processes,,"prepareForIngestion, exportForIngestion",,,,,,No,No,No,No,No,No,No,Low,,code_verified,high,OpenIntelligence/Services/Storage/DocumentationCacheService.swift,scan_codebase.py,Extracted methods and state from extension
FullTextStorageService,OpenIntelligence/Services/Storage/FullTextStorageService.swift,Handles FullTextStorage processes,,"getAllStoredDocumentIds, store, retrieve, delete, countPattern, countPatternInCorpus, countPatternInCorpus, countPatternInCorpus, searchCorpus, searchCorpus",cacheDocument,,,Disk,Disk,No,No,Yes,No,No,No,No,Medium,,code_verified,high,OpenIntelligence/Services/Storage/FullTextStorageService.swift,scan_codebase.py,Extracted methods and state from actor
SQLiteFullTextService,OpenIntelligence/Services/Storage/SQLiteFullTextService.swift,Handles SQLiteFullText processes,,"shutdown, checkpoint, beginTransaction, commitTransaction, rollbackTransaction, ensureInitialized, initializeDatabase, store, storePages, searchPages","readFromFTS5Fallback, migrateRowToContentTable",,,Disk,Disk,No,No,Yes,No,No,No,No,High,,code_verified,high,OpenIntelligence/Services/Storage/SQLiteFullTextService.swift,scan_codebase.py,Extracted methods and state from actor
BNNSVectorDatabase,OpenIntelligence/Services/VectorStore/BNNSVectorDatabase.swift,Handles BNNSVectorDatabase processes,,"awaitLoad, getGPUCompute, binaryURLs, binaryFileURLs, loadFromDisk, resetLoadedState, recomputeNorms, computeNormFromMmap, saveToDisk, computeNormAccelerated",,WorkspaceSyncService,,Disk,Disk,No,No,Yes,Yes,No,No,No,High,,code_verified,high,OpenIntelligence/Services/VectorStore/BNNSVectorDatabase.swift,scan_codebase.py,Extracted methods and state from actor
VectorStoreRouter,OpenIntelligence/Services/VectorStore/VectorStoreRouter.swift,Handles VectorStoreRouter processes,,"setupMemoryWarningObserver, handleMemoryPressure, db, describeKind, invalidate, invalidateAndClearStorage, clearAll, hasStore, aggregateStatistics",,BNNSVectorDatabase,,,,No,No,No,No,No,No,No,Low,,code_verified,high,OpenIntelligence/Services/VectorStore/VectorStoreRouter.swift,scan_codebase.py,Extracted methods and state from class
