entity_name,entity_kind,file_path,approximate_line_range,category,architecture_relevance,inspected,evidence_level,confidence,evidence_source,evidence_command_or_file,verification_notes
PerfMetricRow,struct,OpenIntelligence/Features/Chat/Response/ResponseDetailsView.swift,955-973,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Chat/Response/ResponseDetailsView.swift,scan_codebase.py,Swift struct parser match
ResponseDetailMetricRow,struct,OpenIntelligence/Features/Chat/Response/ResponseDetailsView.swift,977-1002,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Chat/Response/ResponseDetailsView.swift,scan_codebase.py,Swift struct parser match
RetrievalQualityBar,struct,OpenIntelligence/Features/Chat/Response/RetrievalQualityView.swift,12-84,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Chat/Response/RetrievalQualityView.swift,scan_codebase.py,Swift struct parser match
SimilarityBar,struct,OpenIntelligence/Features/Chat/Response/RetrievalQualityView.swift,87-144,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Chat/Response/RetrievalQualityView.swift,scan_codebase.py,Swift struct parser match
CompactQualityIndicator,struct,OpenIntelligence/Features/Chat/Response/RetrievalQualityView.swift,147-185,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Chat/Response/RetrievalQualityView.swift,scan_codebase.py,Swift struct parser match
QualityGauge,struct,OpenIntelligence/Features/Chat/Response/RetrievalQualityView.swift,188-222,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Chat/Response/RetrievalQualityView.swift,scan_codebase.py,Swift struct parser match
QualityRadar,struct,OpenIntelligence/Features/Chat/Response/RetrievalQualityView.swift,225-263,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Chat/Response/RetrievalQualityView.swift,scan_codebase.py,Swift struct parser match
RetrievedChunk,extension,OpenIntelligence/Features/Chat/Response/RetrievalQualityView.swift,267-289,Extension,Low,Yes,code_verified,exact,OpenIntelligence/Features/Chat/Response/RetrievalQualityView.swift,scan_codebase.py,Swift extension parser match
RetrievalSourcesTray,struct,OpenIntelligence/Features/Chat/Response/RetrievalSourcesTray.swift,13-156,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Chat/Response/RetrievalSourcesTray.swift,scan_codebase.py,Swift struct parser match
ShimmerBar,struct,OpenIntelligence/Features/Chat/Response/RetrievalSourcesTray.swift,160-195,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Chat/Response/RetrievalSourcesTray.swift,scan_codebase.py,Swift struct parser match
SourceChipsView,struct,OpenIntelligence/Features/Chat/Response/SourceChipsView.swift,12-82,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Chat/Response/SourceChipsView.swift,scan_codebase.py,Swift struct parser match
SourceChip,struct,OpenIntelligence/Features/Chat/Response/SourceChipsView.swift,86-133,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Chat/Response/SourceChipsView.swift,scan_codebase.py,Swift struct parser match
MoreChip,struct,OpenIntelligence/Features/Chat/Response/SourceChipsView.swift,137-163,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Chat/Response/SourceChipsView.swift,scan_codebase.py,Swift struct parser match
ChipData,struct,OpenIntelligence/Features/Chat/Response/SourceChipsView.swift,167-174,Model,Low,Yes,code_verified,exact,OpenIntelligence/Features/Chat/Response/SourceChipsView.swift,scan_codebase.py,Swift struct parser match
SourceFidelityStatus,struct,OpenIntelligence/Features/Chat/Response/SourceFidelityStatus.swift,10-112,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Chat/Response/SourceFidelityStatus.swift,scan_codebase.py,Swift struct parser match
FidelityLevel,enum,OpenIntelligence/Features/Chat/Response/SourceFidelityStatus.swift,11-47,Unknown,Low,Yes,code_verified,exact,OpenIntelligence/Features/Chat/Response/SourceFidelityStatus.swift,scan_codebase.py,Swift enum parser match
StatusPillV2,struct,OpenIntelligence/Features/Chat/Response/StatusPillV2.swift,11-120,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Chat/Response/StatusPillV2.swift,scan_codebase.py,Swift struct parser match
StageDot,struct,OpenIntelligence/Features/Chat/Response/StatusPillV2.swift,122-131,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Chat/Response/StatusPillV2.swift,scan_codebase.py,Swift struct parser match
ExecutionChip,struct,OpenIntelligence/Features/Chat/Response/StatusPillV2.swift,133-176,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Chat/Response/StatusPillV2.swift,scan_codebase.py,Swift struct parser match
ThinkingStreamView,struct,OpenIntelligence/Features/Chat/Response/ThinkingStreamView.swift,5-229,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Chat/Response/ThinkingStreamView.swift,scan_codebase.py,Swift struct parser match
ViewMode,enum,OpenIntelligence/Features/Chat/Response/ThinkingStreamView.swift,14-17,Unknown,Low,Yes,code_verified,exact,OpenIntelligence/Features/Chat/Response/ThinkingStreamView.swift,scan_codebase.py,Swift enum parser match
ConsoleLogRow,struct,OpenIntelligence/Features/Chat/Response/ThinkingStreamView.swift,233-341,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Chat/Response/ThinkingStreamView.swift,scan_codebase.py,Swift struct parser match
ThinkingPulse,struct,OpenIntelligence/Features/Chat/Response/ThinkingStreamView.swift,345-357,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Chat/Response/ThinkingStreamView.swift,scan_codebase.py,Swift struct parser match
TimingBreakdownView,struct,OpenIntelligence/Features/Chat/Response/TimingBreakdownView.swift,12-114,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Chat/Response/TimingBreakdownView.swift,scan_codebase.py,Swift struct parser match
TimingRow,struct,OpenIntelligence/Features/Chat/Response/TimingBreakdownView.swift,116-171,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Chat/Response/TimingBreakdownView.swift,scan_codebase.py,Swift struct parser match
TimingChipsRow,struct,OpenIntelligence/Features/Chat/Response/TimingBreakdownView.swift,174-192,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Chat/Response/TimingBreakdownView.swift,scan_codebase.py,Swift struct parser match
TimingChip,struct,OpenIntelligence/Features/Chat/Response/TimingBreakdownView.swift,194-222,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Chat/Response/TimingBreakdownView.swift,scan_codebase.py,Swift struct parser match
ToolCallBadge,struct,OpenIntelligence/Features/Chat/Response/ToolCallBadge.swift,13-55,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Chat/Response/ToolCallBadge.swift,scan_codebase.py,Swift struct parser match
MicroToolCallBadge,struct,OpenIntelligence/Features/Chat/Response/ToolCallBadge.swift,58-78,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Chat/Response/ToolCallBadge.swift,scan_codebase.py,Swift struct parser match
RetrievalMode,enum,OpenIntelligence/Features/Chat/Response/UnifiedMetricsBar.swift,15-35,Model,Low,Yes,code_verified,exact,OpenIntelligence/Features/Chat/Response/UnifiedMetricsBar.swift,scan_codebase.py,Swift enum parser match
UnifiedMetricsBar,struct,OpenIntelligence/Features/Chat/Response/UnifiedMetricsBar.swift,42-4532,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Chat/Response/UnifiedMetricsBar.swift,scan_codebase.py,Swift struct parser match
MiniSparkline,struct,OpenIntelligence/Features/Chat/Response/UnifiedMetricsBar.swift,4537-4575,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Chat/Response/UnifiedMetricsBar.swift,scan_codebase.py,Swift struct parser match
PanelHeightPreferenceKey,struct,OpenIntelligence/Features/Chat/Response/UnifiedMetricsBar.swift,4663-4668,Unknown,Low,Yes,code_verified,exact,OpenIntelligence/Features/Chat/Response/UnifiedMetricsBar.swift,scan_codebase.py,Swift struct parser match
VerificationGatesOverlayView,struct,OpenIntelligence/Features/Chat/Response/VerificationGatesOverlayView.swift,6-172,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Chat/Response/VerificationGatesOverlayView.swift,scan_codebase.py,Swift struct parser match
GateStatus,enum,OpenIntelligence/Features/Chat/Response/VerificationGatesOverlayView.swift,11-16,Unknown,Low,Yes,code_verified,exact,OpenIntelligence/Features/Chat/Response/VerificationGatesOverlayView.swift,scan_codebase.py,Swift enum parser match
VerificationGate,struct,OpenIntelligence/Features/Chat/Response/VerificationGatesOverlayView.swift,18-24,Model,Low,Yes,code_verified,exact,OpenIntelligence/Features/Chat/Response/VerificationGatesOverlayView.swift,scan_codebase.py,Swift struct parser match
GateRowView,struct,OpenIntelligence/Features/Chat/Response/VerificationGatesOverlayView.swift,174-244,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Chat/Response/VerificationGatesOverlayView.swift,scan_codebase.py,Swift struct parser match
VisualEvidenceCard,struct,OpenIntelligence/Features/Chat/Response/VisualEvidenceCard.swift,10-86,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Chat/Response/VisualEvidenceCard.swift,scan_codebase.py,Swift struct parser match
WritingToolsResultSheet,struct,OpenIntelligence/Features/Chat/Response/WritingToolsResultSheet.swift,11-162,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Chat/Response/WritingToolsResultSheet.swift,scan_codebase.py,Swift struct parser match
DatabaseDashboardView,struct,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,13-1552,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,scan_codebase.py,Swift struct parser match
RebuildLogEntry,struct,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,45-74,Model,Low,Yes,code_verified,exact,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,scan_codebase.py,Swift struct parser match
LogType,enum,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,51-73,Unknown,Low,Yes,code_verified,exact,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,scan_codebase.py,Swift enum parser match
DatabaseSection,enum,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,76-113,Model,Low,Yes,code_verified,exact,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,scan_codebase.py,Swift enum parser match
QuickStat,struct,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,1556-1576,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,scan_codebase.py,Swift struct parser match
DatabaseStatusBadge,struct,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,1578-1596,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,scan_codebase.py,Swift struct parser match
DatabaseMetricCard,struct,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,1598-1636,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,scan_codebase.py,Swift struct parser match
PerformanceComparisonRow,struct,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,1638-1671,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,scan_codebase.py,Swift struct parser match
DocumentStatRow,struct,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,1673-1710,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,scan_codebase.py,Swift struct parser match
IndexStatCard,struct,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,1712-1738,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,scan_codebase.py,Swift struct parser match
TokenizerInfoRow,struct,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,1740-1755,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,scan_codebase.py,Swift struct parser match
FeatureBadge,struct,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,1757-1774,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,scan_codebase.py,Swift struct parser match
SearchTip,struct,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,1776-1796,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,scan_codebase.py,Swift struct parser match
SearchResultRow,struct,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,1798-1829,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,scan_codebase.py,Swift struct parser match
DiagnosticCard,struct,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,1832-1859,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,scan_codebase.py,Swift struct parser match
MiniStatCard,struct,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,1862-1881,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,scan_codebase.py,Swift struct parser match
DatabaseInfoRow,struct,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,1884-1899,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,scan_codebase.py,Swift struct parser match
HealthIndicator,struct,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,1902-1940,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,scan_codebase.py,Swift struct parser match
Status,enum,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,1903-1921,Unknown,Low,Yes,code_verified,exact,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,scan_codebase.py,Swift enum parser match
LibraryIntelligenceCard,struct,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,1945-2115,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,scan_codebase.py,Swift struct parser match
IntelligenceMetricRow,struct,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,2118-2137,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,scan_codebase.py,Swift struct parser match
CorpusSignalBadge,struct,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,2140-2153,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,scan_codebase.py,Swift struct parser match
IntelligenceExplanationRow,struct,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,2156-2176,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,scan_codebase.py,Swift struct parser match
DocumentPreviewSheet,struct,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,2187-2418,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,scan_codebase.py,Swift struct parser match
AnalysisStats,struct,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,2205-2215,Unknown,Low,Yes,code_verified,exact,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,scan_codebase.py,Swift struct parser match
MetadataCard,struct,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,2421-2442,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,scan_codebase.py,Swift struct parser match
AnalysisCard,struct,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,2445-2468,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,scan_codebase.py,Swift struct parser match
CharacterBreakdownRow,struct,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,2471-2512,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,scan_codebase.py,Swift struct parser match
DeveloperDiagnosticsHubView,struct,OpenIntelligence/Features/Diagnostics/Hub/DeveloperDiagnosticsHubView.swift,10-277,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Diagnostics/Hub/DeveloperDiagnosticsHubView.swift,scan_codebase.py,Swift struct parser match
BackendHealthDiagnosticsView,struct,OpenIntelligence/Features/Diagnostics/Monitoring/BackendHealthDiagnosticsView.swift,11-174,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Diagnostics/Monitoring/BackendHealthDiagnosticsView.swift,scan_codebase.py,Swift struct parser match
LiveSystemMonitorWrapper,struct,OpenIntelligence/Features/Diagnostics/Monitoring/LiveSystemMonitorWrapper.swift,13-290,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Diagnostics/Monitoring/LiveSystemMonitorWrapper.swift,scan_codebase.py,Swift struct parser match
ChunkInspectorView,struct,OpenIntelligence/Features/Diagnostics/Validation/ChunkInspectorView.swift,10-370,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Diagnostics/Validation/ChunkInspectorView.swift,scan_codebase.py,Swift struct parser match
InspectionMode,enum,OpenIntelligence/Features/Diagnostics/Validation/ChunkInspectorView.swift,25-29,Unknown,Low,Yes,code_verified,exact,OpenIntelligence/Features/Diagnostics/Validation/ChunkInspectorView.swift,scan_codebase.py,Swift enum parser match
ChunkSortOrder,enum,OpenIntelligence/Features/Diagnostics/Validation/ChunkInspectorView.swift,31-37,Unknown,Low,Yes,code_verified,exact,OpenIntelligence/Features/Diagnostics/Validation/ChunkInspectorView.swift,scan_codebase.py,Swift enum parser match
ChunkRowView,struct,OpenIntelligence/Features/Diagnostics/Validation/ChunkInspectorView.swift,374-441,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Diagnostics/Validation/ChunkInspectorView.swift,scan_codebase.py,Swift struct parser match
ChunkDetailSheet,struct,OpenIntelligence/Features/Diagnostics/Validation/ChunkInspectorView.swift,445-633,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Diagnostics/Validation/ChunkInspectorView.swift,scan_codebase.py,Swift struct parser match
ChunkInspectionResult,struct,OpenIntelligence/Features/Diagnostics/Validation/ChunkInspectorView.swift,637-653,Model,Low,Yes,code_verified,exact,OpenIntelligence/Features/Diagnostics/Validation/ChunkInspectorView.swift,scan_codebase.py,Swift struct parser match
CorpusVerificationResult,struct,OpenIntelligence/Features/Diagnostics/Validation/ChunkInspectorView.swift,655-660,Unknown,Low,Yes,code_verified,exact,OpenIntelligence/Features/Diagnostics/Validation/ChunkInspectorView.swift,scan_codebase.py,Swift struct parser match
ContainerScopingSelfTestsView,struct,OpenIntelligence/Features/Diagnostics/Validation/ContainerScopingSelfTestsView.swift,11-312,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Diagnostics/Validation/ContainerScopingSelfTestsView.swift,scan_codebase.py,Swift struct parser match
ScopingTestResult,struct,OpenIntelligence/Features/Diagnostics/Validation/ContainerScopingSelfTestsView.swift,316-341,Model,Low,Yes,code_verified,exact,OpenIntelligence/Features/Diagnostics/Validation/ContainerScopingSelfTestsView.swift,scan_codebase.py,Swift struct parser match
Status,enum,OpenIntelligence/Features/Diagnostics/Validation/ContainerScopingSelfTestsView.swift,317-319,Unknown,Low,Yes,code_verified,exact,OpenIntelligence/Features/Diagnostics/Validation/ContainerScopingSelfTestsView.swift,scan_codebase.py,Swift enum parser match
CoreValidationView,struct,OpenIntelligence/Features/Diagnostics/Validation/CoreValidationView.swift,11-384,View,High,Yes,code_verified,exact,OpenIntelligence/Features/Diagnostics/Validation/CoreValidationView.swift,scan_codebase.py,Swift struct parser match
ModernStatusCard,struct,OpenIntelligence/Features/Diagnostics/Validation/CoreValidationView.swift,388-439,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Diagnostics/Validation/CoreValidationView.swift,scan_codebase.py,Swift struct parser match
EmbeddingStatusCard,struct,OpenIntelligence/Features/Diagnostics/Validation/CoreValidationView.swift,441-512,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Diagnostics/Validation/CoreValidationView.swift,scan_codebase.py,Swift struct parser match
EmbeddingTelemetryList,struct,OpenIntelligence/Features/Diagnostics/Validation/CoreValidationView.swift,514-553,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Diagnostics/Validation/CoreValidationView.swift,scan_codebase.py,Swift struct parser match
StatusPill,struct,OpenIntelligence/Features/Diagnostics/Validation/CoreValidationView.swift,555-574,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Diagnostics/Validation/CoreValidationView.swift,scan_codebase.py,Swift struct parser match
ModernTestResultCard,struct,OpenIntelligence/Features/Diagnostics/Validation/CoreValidationView.swift,576-622,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Diagnostics/Validation/CoreValidationView.swift,scan_codebase.py,Swift struct parser match
ModernTestInfoSection,struct,OpenIntelligence/Features/Diagnostics/Validation/CoreValidationView.swift,624-670,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Diagnostics/Validation/CoreValidationView.swift,scan_codebase.py,Swift struct parser match
ModernTestInfoItem,struct,OpenIntelligence/Features/Diagnostics/Validation/CoreValidationView.swift,672-695,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Diagnostics/Validation/CoreValidationView.swift,scan_codebase.py,Swift struct parser match
StatusCard,struct,OpenIntelligence/Features/Diagnostics/Validation/CoreValidationView.swift,699-707,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Diagnostics/Validation/CoreValidationView.swift,scan_codebase.py,Swift struct parser match
TestResultRow,struct,OpenIntelligence/Features/Diagnostics/Validation/CoreValidationView.swift,709-715,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Diagnostics/Validation/CoreValidationView.swift,scan_codebase.py,Swift struct parser match
TestInfoSection,struct,OpenIntelligence/Features/Diagnostics/Validation/CoreValidationView.swift,717-721,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Diagnostics/Validation/CoreValidationView.swift,scan_codebase.py,Swift struct parser match
TestInfoItem,struct,OpenIntelligence/Features/Diagnostics/Validation/CoreValidationView.swift,723-730,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Diagnostics/Validation/CoreValidationView.swift,scan_codebase.py,Swift struct parser match
TestResult,struct,OpenIntelligence/Features/Diagnostics/Validation/CoreValidationView.swift,734-740,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Diagnostics/Validation/CoreValidationView.swift,scan_codebase.py,Swift struct parser match
TestStatus,enum,OpenIntelligence/Features/Diagnostics/Validation/CoreValidationView.swift,742-778,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Diagnostics/Validation/CoreValidationView.swift,scan_codebase.py,Swift enum parser match
PCCRouteEvaluator,class,OpenIntelligence/Features/Diagnostics/Validation/PCCRouteEvaluator.swift,14-48,Unknown,Medium,Yes,code_verified,exact,OpenIntelligence/Features/Diagnostics/Validation/PCCRouteEvaluator.swift,scan_codebase.py,Swift class parser match
RAGAccuracyView,struct,OpenIntelligence/Features/Diagnostics/Validation/RAGAccuracyView.swift,13-491,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Diagnostics/Validation/RAGAccuracyView.swift,scan_codebase.py,Swift struct parser match
EmbeddingSanityResult,struct,OpenIntelligence/Features/Diagnostics/Validation/RAGAccuracyView.swift,495-499,Unknown,Low,Yes,code_verified,exact,OpenIntelligence/Features/Diagnostics/Validation/RAGAccuracyView.swift,scan_codebase.py,Swift struct parser match
RAGPipelineAuditView,struct,OpenIntelligence/Features/Diagnostics/Validation/RAGPipelineAuditView.swift,10-314,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Diagnostics/Validation/RAGPipelineAuditView.swift,scan_codebase.py,Swift struct parser match
ContainerPillBadgeStyle,enum,OpenIntelligence/Features/Documents/Components/ContainerPicker.swift,10-36,Unknown,Low,Yes,code_verified,exact,OpenIntelligence/Features/Documents/Components/ContainerPicker.swift,scan_codebase.py,Swift enum parser match
ContainerPickerStrip,struct,OpenIntelligence/Features/Documents/Components/ContainerPicker.swift,38-119,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Documents/Components/ContainerPicker.swift,scan_codebase.py,Swift struct parser match
ContainerPill,struct,OpenIntelligence/Features/Documents/Components/ContainerPicker.swift,121-265,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Documents/Components/ContainerPicker.swift,scan_codebase.py,Swift struct parser match
ModernDocumentCard,struct,OpenIntelligence/Features/Documents/Components/DocumentCard.swift,10-174,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Documents/Components/DocumentCard.swift,scan_codebase.py,Swift struct parser match
DeleteMode,enum,OpenIntelligence/Features/Documents/Components/DocumentCard.swift,17-20,Unknown,Low,Yes,code_verified,exact,OpenIntelligence/Features/Documents/Components/DocumentCard.swift,scan_codebase.py,Swift enum parser match
ContentTagsRow,struct,OpenIntelligence/Features/Documents/Components/DocumentCard.swift,179-232,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Documents/Components/DocumentCard.swift,scan_codebase.py,Swift struct parser match
DocumentPicker,struct,OpenIntelligence/Features/Documents/Components/DocumentPicker.swift,12-113,Unknown,Low,Yes,code_verified,exact,OpenIntelligence/Features/Documents/Components/DocumentPicker.swift,scan_codebase.py,Swift struct parser match
Coordinator,class,OpenIntelligence/Features/Documents/Components/DocumentPicker.swift,79-112,Service,High,Yes,code_verified,exact,OpenIntelligence/Features/Documents/Components/DocumentPicker.swift,scan_codebase.py,Swift class parser match
DocumentPicker,struct,OpenIntelligence/Features/Documents/Components/DocumentPicker.swift,118-132,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Documents/Components/DocumentPicker.swift,scan_codebase.py,Swift struct parser match
DocumentQuotaBanner,struct,OpenIntelligence/Features/Documents/Components/DocumentQuotaBanner.swift,10-112,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Documents/Components/DocumentQuotaBanner.swift,scan_codebase.py,Swift struct parser match
DocumentRow,struct,OpenIntelligence/Features/Documents/Components/DocumentRow.swift,10-40,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Documents/Components/DocumentRow.swift,scan_codebase.py,Swift struct parser match
DocumentRow,extension,OpenIntelligence/Features/Documents/Components/DocumentRow.swift,42-101,Extension,Low,Yes,code_verified,exact,OpenIntelligence/Features/Documents/Components/DocumentRow.swift,scan_codebase.py,Swift extension parser match
EmptyDocumentsView,struct,OpenIntelligence/Features/Documents/Components/EmptyDocumentsView.swift,10-156,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Documents/Components/EmptyDocumentsView.swift,scan_codebase.py,Swift struct parser match
DocumentFeatureRow,struct,OpenIntelligence/Features/Documents/Components/EmptyDocumentsView.swift,158-188,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Documents/Components/EmptyDocumentsView.swift,scan_codebase.py,Swift struct parser match
ProcessingSummaryView,struct,OpenIntelligence/Features/Documents/Components/ProcessingSummaryView.swift,10-118,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Documents/Components/ProcessingSummaryView.swift,scan_codebase.py,Swift struct parser match
View,extension,OpenIntelligence/Features/Documents/Components/ProcessingSummaryView.swift,120-128,Extension,Low,Yes,code_verified,exact,OpenIntelligence/Features/Documents/Components/ProcessingSummaryView.swift,scan_codebase.py,Swift extension parser match
InfoSection,struct,OpenIntelligence/Features/Documents/Components/ProcessingSummaryView.swift,130-154,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Documents/Components/ProcessingSummaryView.swift,scan_codebase.py,Swift struct parser match
DetailInfoRow,struct,OpenIntelligence/Features/Documents/Components/ProcessingSummaryView.swift,158-174,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Documents/Components/ProcessingSummaryView.swift,scan_codebase.py,Swift struct parser match
StatsFooter,struct,OpenIntelligence/Features/Documents/Components/StatsFooter.swift,10-41,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Documents/Components/StatsFooter.swift,scan_codebase.py,Swift struct parser match
AutoIntelligenceBadge,struct,OpenIntelligence/Features/Documents/Components/StatsFooter.swift,44-69,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Documents/Components/StatsFooter.swift,scan_codebase.py,Swift struct parser match
DocumentDetailsView,struct,OpenIntelligence/Features/Documents/Details/DocumentDetailsView.swift,10-549,View,Low,Yes,code_verified,exact,OpenIntelligence/Features/Documents/Details/DocumentDetailsView.swift,scan_codebase.py,Swift struct parser match
