view_name,file_path,screen_area,state_variables,bindings,environment_objects,observed_objects,services_used,models_rendered,user_actions,functions_triggered,persistence_touched_indirectly,cloud_or_routing_touched_indirectly,billing_gates_shown,risk_level,relevant_docs,evidence_level,confidence,evidence_source,evidence_command_or_file,verification_notes
ExecutionChip,OpenIntelligence/Features/Chat/Response/StatusPillV2.swift,Chat,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Chat/Response/StatusPillV2.swift,scan_codebase.py,Extracted View state properties
ThinkingStreamView,OpenIntelligence/Features/Chat/Response/ThinkingStreamView.swift,Chat,"isExpanded, isFullHeight, hasAutoExpanded, viewMode",,,,,,Button Click,"formatElapsed, colorFor",No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Chat/Response/ThinkingStreamView.swift,scan_codebase.py,Extracted View state properties
ConsoleLogRow,OpenIntelligence/Features/Chat/Response/ThinkingStreamView.swift,Chat,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Chat/Response/ThinkingStreamView.swift,scan_codebase.py,Extracted View state properties
ThinkingPulse,OpenIntelligence/Features/Chat/Response/ThinkingStreamView.swift,Chat,isPulsing,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Chat/Response/ThinkingStreamView.swift,scan_codebase.py,Extracted View state properties
TimingBreakdownView,OpenIntelligence/Features/Chat/Response/TimingBreakdownView.swift,Chat,expanded,,,,,,Button Click,"barWidth, percentage, formatDuration",No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Chat/Response/TimingBreakdownView.swift,scan_codebase.py,Extracted View state properties
TimingRow,OpenIntelligence/Features/Chat/Response/TimingBreakdownView.swift,Chat,,,,,,,,formatDuration,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Chat/Response/TimingBreakdownView.swift,scan_codebase.py,Extracted View state properties
TimingChipsRow,OpenIntelligence/Features/Chat/Response/TimingBreakdownView.swift,Chat,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Chat/Response/TimingBreakdownView.swift,scan_codebase.py,Extracted View state properties
TimingChip,OpenIntelligence/Features/Chat/Response/TimingBreakdownView.swift,Chat,,,,,,,,formatDuration,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Chat/Response/TimingBreakdownView.swift,scan_codebase.py,Extracted View state properties
ToolCallBadge,OpenIntelligence/Features/Chat/Response/ToolCallBadge.swift,Chat,isVisible,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Chat/Response/ToolCallBadge.swift,scan_codebase.py,Extracted View state properties
MicroToolCallBadge,OpenIntelligence/Features/Chat/Response/ToolCallBadge.swift,Chat,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Chat/Response/ToolCallBadge.swift,scan_codebase.py,Extracted View state properties
UnifiedMetricsBar,OpenIntelligence/Features/Chat/Response/UnifiedMetricsBar.swift,Chat,"showExpandedDetails, pulsePhase, autoHeight, baseHeight, dragOffset, isDragging",,,systemMonitor,RAGService,,Button Click,"matchScoreColor, sourceQualityLabel, formatTokenCount, formatLargeCount, confidenceColorFor",Yes,No,No,Low,,code_verified,high,OpenIntelligence/Features/Chat/Response/UnifiedMetricsBar.swift,scan_codebase.py,Extracted View state properties
MiniSparkline,OpenIntelligence/Features/Chat/Response/UnifiedMetricsBar.swift,Chat,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Chat/Response/UnifiedMetricsBar.swift,scan_codebase.py,Extracted View state properties
VerificationGatesOverlayView,OpenIntelligence/Features/Chat/Response/VerificationGatesOverlayView.swift,Chat,gates,,,,,,,"initialGates, updateGateStatuses",No,Yes,No,Low,,code_verified,high,OpenIntelligence/Features/Chat/Response/VerificationGatesOverlayView.swift,scan_codebase.py,Extracted View state properties
GateRowView,OpenIntelligence/Features/Chat/Response/VerificationGatesOverlayView.swift,Chat,,,,,,,,isFailed,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Chat/Response/VerificationGatesOverlayView.swift,scan_codebase.py,Extracted View state properties
VisualEvidenceCard,OpenIntelligence/Features/Chat/Response/VisualEvidenceCard.swift,Chat,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Chat/Response/VisualEvidenceCard.swift,scan_codebase.py,Extracted View state properties
WritingToolsResultSheet,OpenIntelligence/Features/Chat/Response/WritingToolsResultSheet.swift,Chat,,,dismiss,,,,Button Click,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Chat/Response/WritingToolsResultSheet.swift,scan_codebase.py,Extracted View state properties
DatabaseDashboardView,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,Main,"selectedSection, stats, indexInfo, documentStats, isLoading, searchQuery, searchResults, isSearching, deepDiagnostics, topTerms, termDistribution, docLengthStats, searchMetrics, integrityResults, isOptimizing, isRebuildingIndex, lastOptimizeResult, selectedDocument, documentPreview, rebuildLogs, showRebuildLog, containerNameMap, documentNameMap",,"ragService, containerService, settings",,"RAGService, ContainerService, SQLiteFullTextService, SettingsStore",,Button Click,"loadAllData, databaseHealthCard, containerBreakdownCard, loadStatistics, performSearch",Yes,No,No,Low,,code_verified,high,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,scan_codebase.py,Extracted View state properties
QuickStat,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,scan_codebase.py,Extracted View state properties
DatabaseStatusBadge,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,scan_codebase.py,Extracted View state properties
DatabaseMetricCard,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,scan_codebase.py,Extracted View state properties
PerformanceComparisonRow,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,scan_codebase.py,Extracted View state properties
DocumentStatRow,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,scan_codebase.py,Extracted View state properties
IndexStatCard,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,scan_codebase.py,Extracted View state properties
TokenizerInfoRow,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,scan_codebase.py,Extracted View state properties
FeatureBadge,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,Main,,,,,SQLiteFullTextService,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,scan_codebase.py,Extracted View state properties
SearchTip,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,scan_codebase.py,Extracted View state properties
SearchResultRow,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,scan_codebase.py,Extracted View state properties
DiagnosticCard,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,scan_codebase.py,Extracted View state properties
MiniStatCard,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,scan_codebase.py,Extracted View state properties
DatabaseInfoRow,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,scan_codebase.py,Extracted View state properties
HealthIndicator,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,Main,,,,,,,,,No,No,No,Medium,,code_verified,high,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,scan_codebase.py,Extracted View state properties
LibraryIntelligenceCard,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,scan_codebase.py,Extracted View state properties
IntelligenceMetricRow,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,scan_codebase.py,Extracted View state properties
CorpusSignalBadge,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,scan_codebase.py,Extracted View state properties
IntelligenceExplanationRow,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,scan_codebase.py,Extracted View state properties
DocumentPreviewSheet,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,Main,"fullContent, displayContent, isTruncated, isLoading, analysisStats",,dismiss,,,,Button Click,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,scan_codebase.py,Extracted View state properties
MetadataCard,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,scan_codebase.py,Extracted View state properties
AnalysisCard,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,Main,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,scan_codebase.py,Extracted View state properties
CharacterBreakdownRow,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,Main,,,,,SQLiteFullTextService,,Button Click,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Database/DatabaseDashboardView.swift,scan_codebase.py,Extracted View state properties
DeveloperDiagnosticsHubView,OpenIntelligence/Features/Diagnostics/Hub/DeveloperDiagnosticsHubView.swift,Diagnostics,,,settings,ragService,"RAGService, FoundationModelRoutePolicy, SettingsStore",,Button Click,"statusItem, applyLoggingSettings, applyProductionPreset, applyDevelopmentPreset, applyDebugPreset",Yes,Yes,No,Medium,,code_verified,high,OpenIntelligence/Features/Diagnostics/Hub/DeveloperDiagnosticsHubView.swift,scan_codebase.py,Extracted View state properties
BackendHealthDiagnosticsView,OpenIntelligence/Features/Diagnostics/Monitoring/BackendHealthDiagnosticsView.swift,Diagnostics,"appleFMStatus, appleFMColor, isChecking",,,ragService,"RAGService, LLMService",,Button Click,"capabilityRow, checkAppleFMAvailability",No,No,No,Medium,,code_verified,high,OpenIntelligence/Features/Diagnostics/Monitoring/BackendHealthDiagnosticsView.swift,scan_codebase.py,Extracted View state properties
LiveSystemMonitorWrapper,OpenIntelligence/Features/Diagnostics/Monitoring/LiveSystemMonitorWrapper.swift,Diagnostics,,,,systemMonitor,,,,"liveMetricCard, thermalDetailText, batteryDetailText, formatMemorySize, pipelineDetailText",No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Diagnostics/Monitoring/LiveSystemMonitorWrapper.swift,scan_codebase.py,Extracted View state properties
ChunkInspectorView,OpenIntelligence/Features/Diagnostics/Validation/ChunkInspectorView.swift,Diagnostics,"searchQuery, inspectionResults, isSearching, selectedChunk, corpusVerification, inspectionMode, allDocumentChunks, selectedDocument, sortOrder, filterStructureType",,containerService,ragService,"RAGService, ContainerService, SQLiteFullTextService",,Button Click,"statPill, quickSearchChip, corpusVerificationBadge, performSearch, performSemanticSearch",No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Diagnostics/Validation/ChunkInspectorView.swift,scan_codebase.py,Extracted View state properties
ChunkRowView,OpenIntelligence/Features/Diagnostics/Validation/ChunkInspectorView.swift,Diagnostics,,,,,,,,structureBadge,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Diagnostics/Validation/ChunkInspectorView.swift,scan_codebase.py,Extracted View state properties
ChunkDetailSheet,OpenIntelligence/Features/Diagnostics/Validation/ChunkInspectorView.swift,Diagnostics,,,dismiss,,,,Button Click,"metadataItem, prefixCard, sectionPathCard",No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Diagnostics/Validation/ChunkInspectorView.swift,scan_codebase.py,Extracted View state properties
ContainerScopingSelfTestsView,OpenIntelligence/Features/Diagnostics/Validation/ContainerScopingSelfTestsView.swift,Diagnostics,"isRunning, results",,,ragService,RAGService,,Button Click,"runAllTests, scopedListingDiffersAcrossContainers, oneOffOverrideRetrievalIsScoped, agenticToolCallsObeyQueryContext, parseDocNames",No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Diagnostics/Validation/ContainerScopingSelfTestsView.swift,scan_codebase.py,Extracted View state properties
CoreValidationView,OpenIntelligence/Features/Diagnostics/Validation/CoreValidationView.swift,Diagnostics,"testResults, isRunning, currentTest, overallStatus, embeddingSnapshot",,,"ragService, telemetryCenter","RAGService, DocumentProcessor, EmbeddingService, LLMService",,Button Click,"runAllTests, runTest",Yes,No,No,Medium,,code_verified,high,OpenIntelligence/Features/Diagnostics/Validation/CoreValidationView.swift,scan_codebase.py,Extracted View state properties
ModernStatusCard,OpenIntelligence/Features/Diagnostics/Validation/CoreValidationView.swift,Diagnostics,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Diagnostics/Validation/CoreValidationView.swift,scan_codebase.py,Extracted View state properties
EmbeddingStatusCard,OpenIntelligence/Features/Diagnostics/Validation/CoreValidationView.swift,Diagnostics,,,,,RAGService,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Diagnostics/Validation/CoreValidationView.swift,scan_codebase.py,Extracted View state properties
EmbeddingTelemetryList,OpenIntelligence/Features/Diagnostics/Validation/CoreValidationView.swift,Diagnostics,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Diagnostics/Validation/CoreValidationView.swift,scan_codebase.py,Extracted View state properties
StatusPill,OpenIntelligence/Features/Diagnostics/Validation/CoreValidationView.swift,Diagnostics,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Diagnostics/Validation/CoreValidationView.swift,scan_codebase.py,Extracted View state properties
ModernTestResultCard,OpenIntelligence/Features/Diagnostics/Validation/CoreValidationView.swift,Diagnostics,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Diagnostics/Validation/CoreValidationView.swift,scan_codebase.py,Extracted View state properties
ModernTestInfoSection,OpenIntelligence/Features/Diagnostics/Validation/CoreValidationView.swift,Diagnostics,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Diagnostics/Validation/CoreValidationView.swift,scan_codebase.py,Extracted View state properties
ModernTestInfoItem,OpenIntelligence/Features/Diagnostics/Validation/CoreValidationView.swift,Diagnostics,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Diagnostics/Validation/CoreValidationView.swift,scan_codebase.py,Extracted View state properties
StatusCard,OpenIntelligence/Features/Diagnostics/Validation/CoreValidationView.swift,Diagnostics,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Diagnostics/Validation/CoreValidationView.swift,scan_codebase.py,Extracted View state properties
TestResultRow,OpenIntelligence/Features/Diagnostics/Validation/CoreValidationView.swift,Diagnostics,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Diagnostics/Validation/CoreValidationView.swift,scan_codebase.py,Extracted View state properties
TestInfoSection,OpenIntelligence/Features/Diagnostics/Validation/CoreValidationView.swift,Diagnostics,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Diagnostics/Validation/CoreValidationView.swift,scan_codebase.py,Extracted View state properties
TestInfoItem,OpenIntelligence/Features/Diagnostics/Validation/CoreValidationView.swift,Diagnostics,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Diagnostics/Validation/CoreValidationView.swift,scan_codebase.py,Extracted View state properties
TestResult,OpenIntelligence/Features/Diagnostics/Validation/CoreValidationView.swift,Diagnostics,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Diagnostics/Validation/CoreValidationView.swift,scan_codebase.py,Extracted View state properties
TestStatus,OpenIntelligence/Features/Diagnostics/Validation/CoreValidationView.swift,Diagnostics,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Diagnostics/Validation/CoreValidationView.swift,scan_codebase.py,Extracted View state properties
RAGAccuracyView,OpenIntelligence/Features/Diagnostics/Validation/RAGAccuracyView.swift,Diagnostics,"isRunningTests, testProgress, embeddingSanityResult, quickSanityPassed, benchmarkReport, errorMessage, embeddingSnapshot, isImportingSamples",,,ragService,"RAGService, EmbeddingService, QualityAssuranceService",,Button Click,"metricPill, determineOverallStatus, embeddingResultsView, fullMetricsView, pipelineCensusView",No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Diagnostics/Validation/RAGAccuracyView.swift,scan_codebase.py,Extracted View state properties
RAGPipelineAuditView,OpenIntelligence/Features/Diagnostics/Validation/RAGPipelineAuditView.swift,Diagnostics,isRunningVectorAudit,,,ragService,RAGService,,Button Click,"formatPercent, formatDate",Yes,No,No,Low,,code_verified,high,OpenIntelligence/Features/Diagnostics/Validation/RAGPipelineAuditView.swift,scan_codebase.py,Extracted View state properties
ContainerPickerStrip,OpenIntelligence/Features/Documents/Components/ContainerPicker.swift,Library,,,,containerService,ContainerService,,Button Click,documentCountText,No,Yes,No,Low,,code_verified,high,OpenIntelligence/Features/Documents/Components/ContainerPicker.swift,scan_codebase.py,Extracted View state properties
ContainerPill,OpenIntelligence/Features/Documents/Components/ContainerPicker.swift,Library,showingActionDialog,,,,,,Button Click,,No,Yes,No,Low,,code_verified,high,OpenIntelligence/Features/Documents/Components/ContainerPicker.swift,scan_codebase.py,Extracted View state properties
ModernDocumentCard,OpenIntelligence/Features/Documents/Components/DocumentCard.swift,Library,"showingDeleteAlert, deleteMode",,workspaceSyncService,ragService,"RAGService, WorkspaceSyncService",,Button Click,,No,Yes,No,Low,,code_verified,high,OpenIntelligence/Features/Documents/Components/DocumentCard.swift,scan_codebase.py,Extracted View state properties
ContentTagsRow,OpenIntelligence/Features/Documents/Components/DocumentCard.swift,Library,,,,,,,,"tagColor, tagTextColor",No,Yes,No,Low,,code_verified,high,OpenIntelligence/Features/Documents/Components/DocumentCard.swift,scan_codebase.py,Extracted View state properties
DocumentPicker,OpenIntelligence/Features/Documents/Components/DocumentPicker.swift,Library,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Documents/Components/DocumentPicker.swift,scan_codebase.py,Extracted View state properties
DocumentQuotaBanner,OpenIntelligence/Features/Documents/Components/DocumentQuotaBanner.swift,Library,,,,,,,Button Click,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Documents/Components/DocumentQuotaBanner.swift,scan_codebase.py,Extracted View state properties
DocumentRow,OpenIntelligence/Features/Documents/Components/DocumentRow.swift,Library,,,,,,,,iconName,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Documents/Components/DocumentRow.swift,scan_codebase.py,Extracted View state properties
EmptyDocumentsView,OpenIntelligence/Features/Documents/Components/EmptyDocumentsView.swift,Library,,,,,,,Button Click,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Documents/Components/EmptyDocumentsView.swift,scan_codebase.py,Extracted View state properties
DocumentFeatureRow,OpenIntelligence/Features/Documents/Components/EmptyDocumentsView.swift,Library,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Documents/Components/EmptyDocumentsView.swift,scan_codebase.py,Extracted View state properties
ProcessingSummaryView,OpenIntelligence/Features/Documents/Components/ProcessingSummaryView.swift,Library,,,dismiss,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Documents/Components/ProcessingSummaryView.swift,scan_codebase.py,Extracted View state properties
InfoSection,OpenIntelligence/Features/Documents/Components/ProcessingSummaryView.swift,Library,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Documents/Components/ProcessingSummaryView.swift,scan_codebase.py,Extracted View state properties
DetailInfoRow,OpenIntelligence/Features/Documents/Components/ProcessingSummaryView.swift,Library,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Documents/Components/ProcessingSummaryView.swift,scan_codebase.py,Extracted View state properties
StatsFooter,OpenIntelligence/Features/Documents/Components/StatsFooter.swift,Library,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Documents/Components/StatsFooter.swift,scan_codebase.py,Extracted View state properties
AutoIntelligenceBadge,OpenIntelligence/Features/Documents/Components/StatsFooter.swift,Library,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Documents/Components/StatsFooter.swift,scan_codebase.py,Extracted View state properties
DocumentDetailsView,OpenIntelligence/Features/Documents/Details/DocumentDetailsView.swift,Library,,,,,,,,"highlightedChunkCard, contentTagsCard, contentAnalysisCard, chunkingStrategyCard, performanceMetricsCard",No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Documents/Details/DocumentDetailsView.swift,scan_codebase.py,Extracted View state properties
DetailRow,OpenIntelligence/Features/Documents/Details/DocumentDetailsView.swift,Library,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Documents/Details/DocumentDetailsView.swift,scan_codebase.py,Extracted View state properties
DocumentDetailCardView,OpenIntelligence/Features/Documents/Details/DocumentDetailsView.swift,Library,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Documents/Details/DocumentDetailsView.swift,scan_codebase.py,Extracted View state properties
QuickStatView,OpenIntelligence/Features/Documents/Details/DocumentDetailsView.swift,Library,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Documents/Details/DocumentDetailsView.swift,scan_codebase.py,Extracted View state properties
VectorMetricRow,OpenIntelligence/Features/Documents/Details/DocumentDetailsView.swift,Library,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Documents/Details/DocumentDetailsView.swift,scan_codebase.py,Extracted View state properties
ContentMetricRow,OpenIntelligence/Features/Documents/Details/DocumentDetailsView.swift,Library,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Documents/Details/DocumentDetailsView.swift,scan_codebase.py,Extracted View state properties
ChunkMetricRow,OpenIntelligence/Features/Documents/Details/DocumentDetailsView.swift,Library,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Documents/Details/DocumentDetailsView.swift,scan_codebase.py,Extracted View state properties
PerformanceRow,OpenIntelligence/Features/Documents/Details/DocumentDetailsView.swift,Library,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Documents/Details/DocumentDetailsView.swift,scan_codebase.py,Extracted View state properties
TechnicalRow,OpenIntelligence/Features/Documents/Details/DocumentDetailsView.swift,Library,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Documents/Details/DocumentDetailsView.swift,scan_codebase.py,Extracted View state properties
ContentTagPill,OpenIntelligence/Features/Documents/Details/DocumentDetailsView.swift,Library,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Documents/Details/DocumentDetailsView.swift,scan_codebase.py,Extracted View state properties
FlowLayout,OpenIntelligence/Features/Documents/Details/DocumentDetailsView.swift,Library,,,,,,,,"sizeThatFits, placeSubviews, flowLayout",No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Documents/Details/DocumentDetailsView.swift,scan_codebase.py,Extracted View state properties
CachedDocsView,OpenIntelligence/Features/Documents/Library/CachedDocsView.swift,Library,"cachedDocs, searchText, isLoading, selectedDoc, selectedFullDoc, showingDeleteConfirmation, docToDelete, ingestingDocId, showingPreview, showingError, errorMessage",,dismiss,,RAGService,,Button Click,"loadCachedDocs, showPreview, ingestDoc, deleteDoc, pruneExpired",No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Documents/Library/CachedDocsView.swift,scan_codebase.py,Extracted View state properties
CachedDocRow,OpenIntelligence/Features/Documents/Library/CachedDocsView.swift,Library,,,,,,,Button Click,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Documents/Library/CachedDocsView.swift,scan_codebase.py,Extracted View state properties
DocPreviewSheet,OpenIntelligence/Features/Documents/Library/CachedDocsView.swift,Library,,,dismiss,,,,Button Click,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Documents/Library/CachedDocsView.swift,scan_codebase.py,Extracted View state properties
DocumentLibraryView,OpenIntelligence/Features/Documents/Library/DocumentLibraryView.swift,Library,"showingFilePicker, showingProcessingSummary, lastProcessedSummary, showingContainerSettings, showingSemanticSearch, isImportingSamples, sampleImportError, sampleImportStatusMessage, showingPlanSheet, activePaywallEntryPoint, showingNewLibraryPrompt, showingNewLibraryStorageChoice, shouldShowStorageChoiceAfterDismissal, newLibraryName, pendingNewLibraryName, showingDeleteConfirmation, libraryToDelete, showingClearAllConfirmation, showVisionCapture, showCachedDocs, pendingImportURLs, pendingImportReview, showingImportReview, isRefreshingSharedWorkspace, sharedWorkspaceRefreshMessage, showingSharedSyncReviewDialog",,"onboardingStore, entitlementStore, settings, workspaceSyncService","ragService, containerService","RAGService, WorkspaceSyncService, ContainerService, EmbeddingService, EntitlementStore, SettingsStore",,Button Click,"syncBenefitRow, resolvePendingBootstrap, refreshSharedWorkspaceNow, connectExistingICloudLibraries, autoRefreshSharedWorkspaceIfNeeded",Yes,Yes,Yes,High,,code_verified,high,OpenIntelligence/Features/Documents/Library/DocumentLibraryView.swift,scan_codebase.py,Extracted View state properties
DocumentActionChip,OpenIntelligence/Features/Documents/Library/DocumentLibraryView.swift,Library,,,,,,,Button Click,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Documents/Library/DocumentLibraryView.swift,scan_codebase.py,Extracted View state properties
DocumentUtilityChipLabel,OpenIntelligence/Features/Documents/Library/DocumentLibraryView.swift,Library,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Documents/Library/DocumentLibraryView.swift,scan_codebase.py,Extracted View state properties
DocumentImportReview,OpenIntelligence/Features/Documents/Library/DocumentLibraryView.swift,Library,,,,,,,,shortList,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Documents/Library/DocumentLibraryView.swift,scan_codebase.py,Extracted View state properties
SemanticSearchView,OpenIntelligence/Features/Documents/Search/SemanticSearchView.swift,Library,"query, results, isSearching, errorMessage, topK, minSimilarity, enforceThreshold",,dismiss,"ragService, containerService","RAGService, ContainerService",,Button Click,"similarityLabel, performSearch",No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Documents/Search/SemanticSearchView.swift,scan_codebase.py,Extracted View state properties
SemanticResultCard,OpenIntelligence/Features/Documents/Search/SemanticSearchView.swift,Library,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Documents/Search/SemanticSearchView.swift,scan_codebase.py,Extracted View state properties
StatusBanner,OpenIntelligence/Features/Documents/Search/SemanticSearchView.swift,Library,,,,,,,,,No,No,No,Low,,code_verified,high,OpenIntelligence/Features/Documents/Search/SemanticSearchView.swift,scan_codebase.py,Extracted View state properties
